sentences,sentenceIndex,paragraphIndex,section,wikiId
"Larry Darnell Griffin Jr. (born August 3, 1976), professionally known as Symbolyc One or S1, is an American record producer from Waco, Texas.",0,0,N/A,31950914
He founded the group Strange Fruit Project and is signed to Kanye West's Very GOOD Beats as a producer.,1,0,N/A,31950914
==,0,1,== Origin ==,31950914
Origin ==,1,1,== Origin ==,31950914
"Griffin was born August 3, 1976 in Waco, Texas, and grew up there in a Christian household.",0,2,== Origin ==,31950914
"In junior high school, he learned alto saxophone and played piano throughout his teen years, including for Sunday school at his local church.",1,2,== Origin ==,31950914
"After forming a hip hop group in 2007 with his cousin, Myth, Griffin started making beats and producing recording.",2,2,== Origin ==,31950914
"In 2010, he received his associate degree in audio engineering from McLennan Community College.",3,2,== Origin ==,31950914
"From 2007-2008, S1 competed in national U.S. beat competitions such as iStandard, Red Bull Big Tune, and Sha Money's One Stop Shop.",4,2,== Origin ==,31950914
==,0,3,== Music career ==,31950914
Music career ==,1,3,== Music career ==,31950914
"In his role as main producer of the group Strange Fruit Project, Griffin's style and production range includes R&B, soul, underground and urban/crossover pop.",0,4,== Music career ==,31950914
"As a platinum-selling producer, S1 has worked with many musical artists, as well as being a core member in singer Erykah Badu’s electronic band The Cannabinoids.",1,4,== Music career ==,31950914
"Prominent collaborations include Kanye West's “Power” from the Grammy-winning album My Beautiful Dark Twisted Fantasy, and Beyoncé’s “Best Thing I Never Had” off her album 4, both tracks certified platinum.",0,5,== Music career ==,31950914
"He also worked on West's Grammy-nominated albums Yeezus and Watch the Throne, a joint project with Jay-Z. As half of the duo The Dividends (with Dallas-based singer-songwriter Sarah Jaffe), Griffin co-wrote and co-produced the Eminem song ""Bad Guy"" from The Marshall Mathers LP 2, another Grammy-winning album.",1,5,== Music career ==,31950914
He also worked on the Madonna album Rebel Heart.,2,5,== Music career ==,31950914
==,0,6,== Discography ==,31950914
Discography ==,1,6,== Discography ==,31950914
Studio albums2008: The Music BoxCollaboration albums2005: The Art of Onemind (with Illmind),0,7,== Discography ==,31950914
2009:,0,8,== Discography ==,31950914
Cloud Nineteen (with Braille),1,8,== Discography ==,31950914
==,0,9,== References ==,31950914
References ==,1,9,== References ==,31950914
==,0,10,== External links ==,31950914
External links ==,1,10,== External links ==,31950914
Official website,0,11,== External links ==,31950914
