sentences,sentenceIndex,paragraphIndex,section,wikiId
Sangeeta Sudhakara Balakrushna Dash (Odia: ବାଳକୃଷ୍ଣ ଦାଶ) was a veteran Guru of Odissi music.,0,0,N/A,42635594
"He worked variously as a vocalist, composer and music director.",1,0,N/A,42635594
He received the Odisha Sangeet Natak Academy award in 1975-76 for Odissi Vocal.,2,0,N/A,42635594
"He was an Odissi classical music teacher on Odissi Research Centre of Cultural department (Govt of Odisha)Balakrushna Dash started his music career as a singer of Odissi, Bhajan and Chhandas at AIR, Calcutta in the year 1944.",3,0,N/A,42635594
Later he started working as music director in films.,4,0,N/A,42635594
His first film as a music director was Kedar Gouri in 1954.,5,0,N/A,42635594
"He directed music in 20 films and hundreds of non-film albums including Odissi, Drama, Theatre and music programs for the AIR, Cuttack.",6,0,N/A,42635594
Among his illustrious disciples are Shyamamani Devi and Ramhari Das.,7,0,N/A,42635594
