sentences,sentenceIndex,paragraphIndex,section,wikiId
Sarah Jeffrey is a Canadian oboist and teacher.,0,0,N/A,60210889
"Jeffrey is Principal Oboe with the Toronto Symphony Orchestra, and has performed as a chamber musician with Trio Arkel and Amici Chamber Ensemble.",1,0,N/A,60210889
"She is a faculty member at the University of Toronto, and The Glenn Gould School of The Royal Conservatory of Music.",2,0,N/A,60210889
==,0,1,== References ==,60210889
References ==,1,1,== References ==,60210889
