sentences,sentenceIndex,paragraphIndex,section,wikiId
Hanne Krogh Sundbø (born 24 January 1956) is a Norwegian singer and actress from Haugesund and Oslo.,0,0,N/A,3683965
She is well known for winning the Eurovision Song Contest 1985 with Elisabeth Andreassen in the group Bobbysocks!.,1,0,N/A,3683965
==,0,1,== Personal life ==,3683965
Personal life ==,1,1,== Personal life ==,3683965
She is the mother of poker player Sverre Krogh Sundbø.,0,2,== Personal life ==,3683965
==,0,3,== Career ==,3683965
Career ==,1,3,== Career ==,3683965
"She officially started singing when she was 9 years old, and released her first album when she was 14.",0,4,== Career ==,3683965
"She represented Norway with the song ""Lykken er"" in the 1971 Eurovision Song Contest.",0,5,== Career ==,3683965
She has received major acclaim through Norwegian awards.,0,6,== Career ==,3683965
"Among them are numerous Spellemann (Norwegian Grammy) including the Honorary Award, and the Peer Gynt Prize, which is awarded by members of the Parliament to those Norwegians who have done the most to gain Norway's reputation abroad.",1,6,== Career ==,3683965
"In addition to her own projects, she is also frequently asked to act as MC at conventions, often in relation to female entrepreneurship.",2,6,== Career ==,3683965
"In 2012, she toured Norway with two major sold-out shows that she had written and directed.",0,7,== Career ==,3683965
She also made numerous television appearances.,1,7,== Career ==,3683965
"In 2013, Hanne decided to mark the 100-year anniversary of women's suffrage in Norway by focusing toward violence against women, and brought to light of unknown admirable women.",2,7,== Career ==,3683965
"This also included recording a new studio album Ikke gi deg, jente.",3,7,== Career ==,3683965
"In 2015, her new-written show ""World of Music"" gained another standing ovation, both from the audience and from the critics.",0,8,== Career ==,3683965
"Krogh has released 27 albums, including a compilation, Hanne Krogh: 40 beste in 1994, and many other singles.",0,9,== Career ==,3683965
==,0,10,== Discography ==,3683965
Discography ==,1,10,== Discography ==,3683965
===,0,11,== Discography == | === Solo albums ===,3683965
Solo albums ===,1,11,== Discography == | === Solo albums ===,3683965
Hanne Krogh (1978),0,12,== Discography == | === Solo albums ===,3683965
Nærbilde (1980),0,13,== Discography == | === Solo albums ===,3683965
Alene (1982),0,14,== Discography == | === Solo albums ===,3683965
Nordens vakreste (1982),0,15,== Discography == | === Solo albums ===,3683965
Under samme sol (1983),0,16,== Discography == | === Solo albums ===,3683965
Julens vakreste (1983),0,17,== Discography == | === Solo albums ===,3683965
Hanne (1989),0,18,== Discography == | === Solo albums ===,3683965
Ta meg til havet (1992),0,19,== Discography == | === Solo albums ===,3683965
40 beste (1994),0,20,== Discography == | === Solo albums ===,3683965
Prøysens barnesanger (1995),0,21,== Discography == | === Solo albums ===,3683965
Julestjerner (1996),0,22,== Discography == | === Solo albums ===,3683965
Reisen til den levende parken (1997),0,23,== Discography == | === Solo albums ===,3683965
Vestavind (1998),0,24,== Discography == | === Solo albums ===,3683965
Egners barnesanger (1999),0,25,== Discography == | === Solo albums ===,3683965
God jul – Hannes beste julesanger (2000),0,26,== Discography == | === Solo albums ===,3683965
Sanger fra barnas skattkammer (2002),0,27,== Discography == | === Solo albums ===,3683965
Ved juletid (2002),0,28,== Discography == | === Solo albums ===,3683965
God jul – Hannes beste julesanger (rerelease) (2006),0,29,== Discography == | === Solo albums ===,3683965
Barnas nasjonalskatt (2012),0,30,== Discography == | === Solo albums ===,3683965
"Ikke gi deg, jente (2013)",0,31,== Discography == | === Solo albums ===,3683965
===,0,32,== Discography == | === Bobbysocks! albums ===,3683965
Bobbysocks!,1,32,== Discography == | === Bobbysocks! albums ===,3683965
albums ===,2,32,== Discography == | === Bobbysocks! albums ===,3683965
Bobbysocks (1984/85),0,33,== Discography == | === Bobbysocks! albums ===,3683965
Waiting for the Morning (1986),0,34,== Discography == | === Bobbysocks! albums ===,3683965
Walkin' on Air (1987),0,35,== Discography == | === Bobbysocks! albums ===,3683965
Let It Swing – The Best of Bobbysocks (2010),0,36,== Discography == | === Bobbysocks! albums ===,3683965
=== Just4Fun albums =,0,37,== Discography == | === Just4Fun albums ===,3683965
==,1,37,== Discography == | === Just4Fun albums ===,3683965
Ren 60 (1990/91),0,38,== Discography == | === Just4Fun albums ===,3683965
Those Were the Days (1991),0,39,== Discography == | === Just4Fun albums ===,3683965
===,0,40,== Discography == | === Hanne & Tre Tenorer albums ===,3683965
Hanne & Tre Tenorer albums ===,1,40,== Discography == | === Hanne & Tre Tenorer albums ===,3683965
Vår julekonsert (2011),0,41,== Discography == | === Hanne & Tre Tenorer albums ===,3683965
==,0,42,== Filmography ==,3683965
Filmography ==,1,42,== Filmography ==,3683965
Krogh participated as an actress in these movies:,0,43,== Filmography ==,3683965
1974:,0,44,== Filmography ==,3683965
Crash as Marianne,1,44,== Filmography ==,3683965
1976:,0,45,== Filmography ==,3683965
Reisen til julestjernen as Sonja,1,45,== Filmography ==,3683965
