sentences,sentenceIndex,paragraphIndex,section,wikiId
"Ingrid Laubrock (born September 24, 1970) is a German jazz saxophonist, who primarily plays tenor saxophone but also performs and records on soprano, alto, and baritone saxophones.",0,0,N/A,10908746
"She studied with Jean Toussaint, Dave Liebman and at the Guildhall School of Music and Drama.",0,1,N/A,10908746
"Laubrock moved to London, England in 1989, and became a member of the F-IRE Collective.",1,1,N/A,10908746
In 2008 she moved to New York City.,2,1,N/A,10908746
"In 1998, she released her first solo album Who Is It?",3,1,N/A,10908746
and was nominated for the 'Rising Star of the Year' award at the 1999 BT Jazz Awards.,4,1,N/A,10908746
"She was also nominated for the BBC Award 'Rising Star' in 2005 and in 2009 won the SWR Jazz Award for her recording Sleepthief, featuring pianist Liam Noble and drummer Tom Rainey (her husband).",5,1,N/A,10908746
They recorded a 2011 album called The Madness of Crowds.,6,1,N/A,10908746
She has played and recorded with Brazilian singer Monica Vasconcelos' band NÓIS and the Brazilian quartet NÓIS4 of which she is a founding member.,0,2,N/A,10908746
"Other musicians she has made guest appearances with include Kenny Wheeler, Norma Winstone, Polar Bear, Siouxsie and the Banshees, Scott Fields, and Anthony Braxton.",1,2,N/A,10908746
In 2020 she will play with Kris Davis at the first edition of the Monheim Triennale.,2,2,N/A,10908746
"The composition ″Vogelfrei″ for orchestra, soloists and choir from the album Contemporary Chaos Practices was included in The New York Times' 25 Best Classical Music Tracks of 2018 by NY Times critic Seth Colter Walls.",0,3,N/A,10908746
==,0,4,== Discography ==,10908746
Discography ==,1,4,== Discography ==,10908746
===,0,5,== Discography == | === As leader/co-leader ===,10908746
As leader/co-leader ===,1,5,== Discography == | === As leader/co-leader ===,10908746
===,0,6,== Discography == | === As sidewoman ===,10908746
As sidewoman ===,1,6,== Discography == | === As sidewoman ===,10908746
==,0,7,== References ==,10908746
References ==,1,7,== References ==,10908746
==,0,8,== External links ==,10908746
External links ==,1,8,== External links ==,10908746
Ingrid Laubrock's Homepage,0,9,== External links ==,10908746
