sentences,sentenceIndex,paragraphIndex,section,wikiId
"John Law is a British jazz pianist and composer, born in London to British and Austrian parents.",0,0,N/A,28087688
==,0,1,== Biography ==,28087688
Biography ==,1,1,== Biography ==,28087688
"He started classical piano at the age of four, playing in public at the age of six.",0,2,== Biography ==,28087688
"With early encouragement from the Austrian concert pianist Alfred Brendel he was awarded a scholarship to study piano and composition at the Royal Academy of Music where he studied from 1979–1983, winning prizes for piano playing.",1,2,== Biography ==,28087688
"After being awarded an Austrian government scholarship to study with the Viennese pianist Paul Badura-Skoda he studied for a year in Vienna at the Hochschule für Musik und darstellende Kunst, Wien.",2,2,== Biography ==,28087688
"It was in Vienna that he first came across jazz and decided to pursue a career in this field, hoping to combine his love of the piano and performing with his interest in composition.",3,2,== Biography ==,28087688
After some initial studies with Simon Purcell his early interest lay in freely improvised music.,0,3,== Biography ==,28087688
"He performed with Evan Parker, Louis Moholo and Barry Guy, among others.",1,3,== Biography ==,28087688
"In 1990 he began a long-term musical relationship with the saxophonist and composer Jon Lloyd, recording with Lloyd's quartet his first CD, Syzygy, for the Leo Records label.",2,3,== Biography ==,28087688
More recently Law appeared on Jon Lloyd's Vanishing Points (2013).,3,3,== Biography ==,28087688
"Later John Law was to turn back to an exploration of his classical roots with a four-CD solo piano set entitled Chants, which was a series of compositions/improvisations based on early music and plainchant.",4,3,== Biography ==,28087688
"Later still John turned towards a more recognisably contemporary jazz area, working with Tim Garland, Tim Wells, Dave Wickins, Steve Watts, Martin Speake, Paul Clarvis, Julian Siegel, Julian Nicholas and others, though his work has continued to include references to classical music, freely improvised music and the avant garde.",5,3,== Biography ==,28087688
After 2005 Law was most widely known for his project The Art of Sound.,0,4,== Biography ==,28087688
"The name of the trio, as well as the resulting series of four CDs, was taken from the name of the Italian studio where the recordings were all made: Artesuono in Udine, Italy.",1,4,== Biography ==,28087688
"Playing almost exclusively Law's original, sometimes complex, sometimes extremely melodic, compositions, the trio, with Asaf Sirkis on drums and Sam Burgess on bass, recorded two highly successful albums: The Art of Sound, Volume 1 and Congregation, The Art of Sound Volume 4.",2,4,== Biography ==,28087688
"Of The Art of Sound Vol 1, John Fordham in The Guardian wrote ""As well as being a formidable thematic improviser, whose phrasing constantly opens up new twists, Law writes beautiful romantic ballads"" and awarded 4 stars.",3,4,== Biography ==,28087688
Volumes 2 and 3 were both solo piano recordings.,4,4,== Biography ==,28087688
"Later, the Russian bass virtuoso Yuri Goloubev came into the trio and it changed to John Law's Congregation.",5,4,== Biography ==,28087688
"Known for incorporating subtle effects into the piano and bass sound and for the addition to the drum kit of glockenspiel, hang and other sounds, the trio became known as much for the wide palette of sound colours, within a conventional jazz piano trio, as for the instrumental virtuosity of the individual players and the intricate, intense atmosphere of Law's compositions.",6,4,== Biography ==,28087688
"In All About Jazz Jakob Baekgaard wrote ""Three Leaps of the Gazelle finds Law and his cohorts at the top of their game.",7,4,== Biography ==,28087688
"It would be hard to find a more innovative and sympathetic trio working in jazz today.""",8,4,== Biography ==,28087688
He awarded 5 stars.,9,4,== Biography ==,28087688
The same reviewer awarded 5 stars for John Law/Mark Pringle This Is.,10,4,== Biography ==,28087688
"Jazzwise wrote ""[Law, a] pianist with an international reputation, unleashes an unstoppable flow of ideas with whatever band he puts together, constantly trying new things.",11,4,== Biography ==,28087688
"""Law also performs solo piano concerts.",12,4,== Biography ==,28087688
During 2002/3 he performed in a two piano project with the UK pianist Jason Rebello.,13,4,== Biography ==,28087688
"In 2001 Law's recording Abacus, featuring the American drummer Gerry Hemingway was awarded a prize, a Choc, as one of the best CDs of the year, by the French jazz magazine Jazzman.",0,5,== Biography ==,28087688
"In 2005 Law was awarded a distinction at classical piano diploma level, gaining dipABRSM.",1,5,== Biography ==,28087688
"Law has also composed for, toured and recorded a large suite for large ensemble, Out of the Darkness, with Andy Sheppard and members of the London Sinfonietta.",0,6,== Biography ==,28087688
"At the Purcell Room in London, John Fordham described Out of the Darkness as ""an ambitious piece combining rich and slowly transforming (sometimes rather Mike Gibbs-like) harmonic movements, sudden clustered ensemble sprints, and systems-music overlays of phrasing deploying bassoon, brass and strings lines against the jazz instruments...",1,6,== Biography ==,28087688
A rich and completely distinctive contemporary music programme.,2,6,== Biography ==,28087688
"""John",3,6,== Biography ==,28087688
"Law has also performed classical music projects, mainly the solo piano and visuals Goldberg, where he played J.S. Bach's Goldberg Variations (on the modern grand piano) with live accompanying visuals by graphic artist David Daniels, adapted live to the music by Patrick Dunn; also his two piano project Sacre, with fellow pianist David Gordon, where they played a selection of Stravinsky's Rite of Spring with original jazz re-interpretations of some of the key movements interpolated in-between the Stravinsky.",4,6,== Biography ==,28087688
"His current three main projects are his original quartet Congregation, featuring James Mainwaring on saxophones, guitar and effects, his quartet Re-Creations, which plays creative arrangements of well known tunes by other people, and Renaissance, an ambient duo with saxophonist Jon Lloyd, with John Law on midi keyboards and laptop, playing improvised music over looped pads derived from early sacred vocal music, put together by Jasper Law, with live visuals by Patrick Dunn.",0,7,== Biography ==,28087688
He has performed at over 50 festivals worldwide and made over 40 recordings.,0,8,== Biography ==,28087688
==,0,9,== Selected discography ==,28087688
Selected discography ==,1,9,== Selected discography ==,28087688
"Syzygy (Jon Lloyd Quartet, 1992),",0,10,== Selected discography ==,28087688
"Exploded on Impact (John Law Quartet, 1993)",0,11,== Selected discography ==,28087688
"Head (Jon Lloyd Quartet, 1993)",0,12,== Selected discography ==,28087688
"Talitha Cumi (John Law solo piano, 1994)",0,13,== Selected discography ==,28087688
"The Boat is Sinking, Apartheid is Sinking (John Law, Louis Moholo Duo, 1994)",0,14,== Selected discography ==,28087688
"Pentecost (John Law solo piano, 1996)",0,15,== Selected discography ==,28087688
"The Onliest (John Law Trio, 1996)",0,16,== Selected discography ==,28087688
"Giant Leaves (John Law Trio, 1996)",0,17,== Selected discography ==,28087688
"By Confusion (Jon Lloyd Quartet, 1997)",0,18,== Selected discography ==,28087688
"The Hours (John Law solo piano, 1997)",0,19,== Selected discography ==,28087688
Songs Without Words (John Law Trio 1998),0,20,== Selected discography ==,28087688
"Strange Stories (John Law Trio, 2000)",0,21,== Selected discography ==,28087688
"Thanatos (John Law solo piano, 2000)",0,22,== Selected discography ==,28087688
"Abacus (John Law Quartet featuring Jon Lloyd, Gerry Hemingway, 2001)",0,23,== Selected discography ==,28087688
"The Moment (John Law Trio/Quartet featuring Tim Garland, 2001)",0,24,== Selected discography ==,28087688
"Monk 'n' Junk (John Law Trio/Quartet featuring Julian Siegel, 2002)",0,25,== Selected discography ==,28087688
"Out of the Darkness (Cornucopia Ensemble featuring Andy Sheppard, 2004)",0,26,== Selected discography ==,28087688
"Mimesis (Jon Lloyd/John Law Duo, 2006)",0,27,== Selected discography ==,28087688
"The Art of Sound Volume 1 (John Law/Sam Burgess/Asaf Sirkis, 2007)",0,28,== Selected discography ==,28087688
"The Ghost in the Oak, The Art of Sound Volume 2 (John Law solo piano, 2008)",0,29,== Selected discography ==,28087688
"Chorale, The Art of Sound Volume 3 (John Law solo piano, 2008)",0,30,== Selected discography ==,28087688
"Congregation, The Art of Sound Volume 4 (John Law/Sam Burgess/Asaf Sirkis, 2009)",0,31,== Selected discography ==,28087688
"The Journey Home (Nick Sorensen/John Law Duo, 2010)",0,32,== Selected discography ==,28087688
"This Is (John Law, Mark Pringle duo, 2011)",0,33,== Selected discography ==,28087688
"Three Leaps of the Gazelle (John Law/Yuri Goloubev/Asaf Sirkis, 2012)",0,34,== Selected discography ==,28087688
"Vanishing Points (Jon Lloyd Group, 2013)",0,35,== Selected discography ==,28087688
Boink!,0,36,== Selected discography ==,28087688
"(John Law featuring Jon Lloyd, Rob Palmer and Laurie Lowe, 2014)",1,36,== Selected discography ==,28087688
"These Skies In Which We Rust (John Law's New Congregation featuring Josh Arcoleo, Yuri Goloubev and Laurie Lowe, 2014)",0,37,== Selected discography ==,28087688
"Goldberg (John Law, 2014)",0,38,== Selected discography ==,28087688
"Re-Creations Volume 1 (John Law Quartet featuring Sam Crockatt, James Agg, Billy Weir, 2017)",0,39,== Selected discography ==,28087688
"Re-Creations Volume 2 (John Law solo piano, 2019)",0,40,== Selected discography ==,28087688
"Re-Creations Volume 3 (John Law Quartet featuring Sam Crockatt, James Agg, Billy Weir, 2019)",0,41,== Selected discography ==,28087688
"CONFIGURATION (John Law's Congregation, featuring James Mainwaring, Ashley John Long, Billy Weir, 2020)",0,42,== Selected discography ==,28087688
==,0,43,== References ==,28087688
References ==,1,43,== References ==,28087688
Sources,0,44,== References ==,28087688
Cadence interview by Ludwig van Trikt,0,45,== References ==,28087688
"Baekgaard, Jakob.",0,46,== References ==,28087688
All About Jazz,1,46,== References ==,28087688
==,0,47,== External links ==,28087688
External links ==,1,47,== External links ==,28087688
John Law official website,0,48,== External links ==,28087688
