sentences,sentenceIndex,paragraphIndex,section,wikiId
"Rodolfo Celletti (1917–2004) was an Italian musicologist, critic, voice teacher, and novelist.",0,0,N/A,22063818
"Considered one of the leading scholars of the operatic voice and the history of operatic performance, he published many books and articles on the subject as well as several novels.",1,0,N/A,22063818
==,0,1,== Biography ==,22063818
Biography ==,1,1,== Biography ==,22063818
Celletti was born in Rome on 13 June 1917.,0,2,== Biography ==,22063818
"He served in the Italian army from 1937 to 1943, and after World War II, took a degree in law from the University of Rome.",1,2,== Biography ==,22063818
"He became a successful business executive in Milan, and then created a second career for himself as a (self-taught) musicologist and critic.",2,2,== Biography ==,22063818
"For many years he was the music critic of the Italian weekly magazine Epoca and was a regular contributor to la Repubblica, L'opera, Nuova rivista musicale italiana, Opera, and Amadeus.",3,2,== Biography ==,22063818
"In addition to his articles in specialist publications and The New Grove Dictionary of Opera, he published several books, most notably Le grandi voci (1964), at the time considered the most complete biographical and critical source available on the great operatic voices and Storia del belcanto (1983), which has since been translated into English, French, German and Czech.",4,2,== Biography ==,22063818
From 1980 to 1993 he was the Artistic Director of the Festival della Valle d'Itria in Martina Franca.,0,3,== Biography ==,22063818
"The Festival, which specializes in performing rare operas and the original versions of operas still in the standard repertoire, also provides coaching in vocal performance for young singers.",1,3,== Biography ==,22063818
"Celletti taught voice both privately and in master classes, many of them at the Festival della Valle d'Itria.",2,3,== Biography ==,22063818
"Amongst his former pupils are Denia Mazzola, Mariana Nicolesco, Angelo Manzotti, William Matteuzzi and Ramón Vargas.",3,3,== Biography ==,22063818
"Another eminent pupil of his, Raina Kabaivanska, will not fail to show her warm appreciation for his talents as a master of bel canto.",4,3,== Biography ==,22063818
Celletti died in October 2004 at the age of 87.,5,3,== Biography ==,22063818
"In August of the following year, the Festival della Valle d'Itria performed Cherubini's Requiem in C minor in his memory.",6,3,== Biography ==,22063818
==,0,4,== Books ==,22063818
Books ==,1,4,== Books ==,22063818
===,0,5,== Books == | === Non-fiction ===,22063818
Non-fiction ===,1,5,== Books == | === Non-fiction ===,22063818
"Le grandi voci: Dizionario critico, biografico dei cantanti, Istituto per la collaborazione culturale, 1964",0,6,== Books == | === Non-fiction ===,22063818
"Il teatro d'opera in disco, Rizzoli, 1976.",0,7,== Books == | === Non-fiction ===,22063818
"Storia del belcanto, Discanto, 1983 (also published in English translation as A History of Bel Canto, Clarendon Press, 1991, ISBN 0-19-313209-5)",0,8,== Books == | === Non-fiction ===,22063818
"Memorie d'un ascoltatore: Cronache musicali vere e immaginarie, Il Saggiatore, 1985.",0,9,== Books == | === Non-fiction ===,22063818
"Il canto, Garzanti (Edizioni Speciali Vallardi), 1989",0,10,== Books == | === Non-fiction ===,22063818
"Voce di tenore, IdeaLibri, 1989.",0,11,== Books == | === Non-fiction ===,22063818
ISBN 88-7082-127-7,1,11,== Books == | === Non-fiction ===,22063818
"Storia dell'opera italiana, Garzanti, 2000.",0,12,== Books == | === Non-fiction ===,22063818
ISBN 88-479-0024-7,1,12,== Books == | === Non-fiction ===,22063818
"La grana della voce: opere, direttori e cantanti, Baldini & Castoldi, 2000.",0,13,== Books == | === Non-fiction ===,22063818
ISBN 88-8089-781-0,1,13,== Books == | === Non-fiction ===,22063818
===,0,14,== Books == | === Novels ===,22063818
Novels =,1,14,== Books == | === Novels ===,22063818
=,2,14,== Books == | === Novels ===,22063818
=,3,14,== Books == | === Novels ===,22063818
"Viale Bianca Maria, Feltrinelli, 1961 (also published in English translation as Marta, George Braziller, 1962, ISBN 0-8076-0177-2)",0,15,== Books == | === Novels ===,22063818
"Gli squadriglieri, Bompiani, 1975",0,16,== Books == | === Novels ===,22063818
"Tu che le vanità, Rizzoli, 1981",0,17,== Books == | === Novels ===,22063818
"L'infermiera inglese, Giunti, 1995.",0,18,== Books == | === Novels ===,22063818
ISBN 88-09-20632-0,1,18,== Books == | === Novels ===,22063818
==,0,19,== Notes and references ==,22063818
Notes and references ==,1,19,== Notes and references ==,22063818
"Enciclopedia della musica, ""Celletti, Rodolfo"",  De Agostini Scuola SpA .",0,20,== Notes and references ==,22063818
Accessed 20 March 2009.,1,20,== Notes and references ==,22063818
"""Fabris, Dinko ""Romeo e Giulietta tutto al femminile per il Valle d' Itria"", la Repubblica (Bari edition), 6 August 2005, p. 12.",0,21,== Notes and references ==,22063818
Accessed 20 March 2009.,1,21,== Notes and references ==,22063818
"Festival della Valle d'Itria, Requiem in do minore di Cherubini, August 2005.",0,22,== Notes and references ==,22063818
Accessed 20 March 2009.,1,22,== Notes and references ==,22063818
"Healey, Robin, Twentieth-century Italian literature in English translation: an annotated bibliography 1929-1997, University of Toronto Press, 1998.",0,23,== Notes and references ==,22063818
ISBN 0-8020-0800-3,1,23,== Notes and references ==,22063818
"Il Sagittario, Storia dell'opera italiana di Rodolfo Celletti, Accessed 20 March 2009.",0,24,== Notes and references ==,22063818
"Sadie, Stanley (ed.), ""Celletti, Rodolfo"" in The New Grove Dictionary of Opera Vol. 1, Grove's Dictionaries of Music, 1992.",0,25,== Notes and references ==,22063818
ISBN 0-935859-92-6,1,25,== Notes and references ==,22063818
