sentences,sentenceIndex,paragraphIndex,section,wikiId
Satanicpornocultshop is a Japanese experimental music group making assemblage-style compositions that incorporate a variety of musical styles and techniques.,0,0,N/A,30181774
"The group draws heavily on hip hop and electronic influences to create ""bricolage hip hop"" inspired by the theories of Claude Lévi-Strauss.",1,0,N/A,30181774
"Beginning in the early 2010s, the group began focusing on Juke and Footwork music, influenced by the Chicago scene.",2,0,N/A,30181774
==,0,1,== History ==,30181774
History ==,1,1,== History ==,30181774
"The group released their first album in 1998, Nirvana or Lunch?, and in 2006 won Digital Music Honorary Mention from Prix Ars Electronica.",0,2,== History ==,30181774
"In this same year they won a Qwartz Award and performed in “Le Japon À La Cité de la Musique, Expériences limites” at Cité de la Musique, Paris.",1,2,== History ==,30181774
"In 2007, they performed at Experimentaclub'07, an experimental music festival in Madrid.",2,2,== History ==,30181774
"In 2010, the group signed with Some Bizzare Records and released the album “Arkhaiomelisidonophunikheratos”.",0,3,== History ==,30181774
==,0,4,== Members ==,30181774
Members ==,1,4,== Members ==,30181774
"Frosen Pine - MC, Lyrics",0,5,== Members ==,30181774
"Ugh - MC, Composition (1998 - 2018)",0,6,== Members ==,30181774
Vinylman - DJ,0,7,== Members ==,30181774
==,0,8,== Discography ==,30181774
Discography ==,1,8,== Discography ==,30181774
===,0,9,== Discography == | === Studio albums ===,30181774
Studio albums ===,1,9,== Discography == | === Studio albums ===,30181774
Nirvana or Lunch?,0,10,== Discography == | === Studio albums ===,30181774
(CD) nunulaxnulan 1998,1,10,== Discography == | === Studio albums ===,30181774
Baltimore 1972 (CD) nunulaxnulan 1999,0,11,== Discography == | === Studio albums ===,30181774
Belle Excentrique (CD) nunulaxnulan 2000,0,12,== Discography == | === Studio albums ===,30181774
Ugh Yoing (CD) nunulaxnulan 2002,0,13,== Discography == | === Studio albums ===,30181774
Piss'en Ass (CDR) neji 2003,0,14,== Discography == | === Studio albums ===,30181774
Anorexia Gas Balloon (CD) Sonore 2003,0,15,== Discography == | === Studio albums ===,30181774
Orochi Under the Straight Edge Leaves (CD) Vivo Records 2005,0,16,== Discography == | === Studio albums ===,30181774
Zap Meemees (CD) Sonore 2005,0,17,== Discography == | === Studio albums ===,30181774
Takusan No Ohanasan (CD) Vivo Records 2008,0,18,== Discography == | === Studio albums ===,30181774
Arkhaiomelisidonophunikheratos (CD) Some Bizzare 2010,0,19,== Discography == | === Studio albums ===,30181774
Catholic Sunspot Apron (CD) nunulaxnulan 2010,0,20,== Discography == | === Studio albums ===,30181774
an†i-Buddhist♀ (digital) neji/nunulaxnulan 2012,0,21,== Discography == | === Studio albums ===,30181774
Battle Creek Brawl (digital) neji/nunulaxnulan 2012,0,22,== Discography == | === Studio albums ===,30181774
Picaresque (digital) neji/nunulaxnulan 2013,0,23,== Discography == | === Studio albums ===,30181774
AtoZ!!!!!AlphabetBusterS!!!!!,0,24,== Discography == | === Studio albums ===,30181774
(2CD) neji/nunulaxnulan 2013,1,24,== Discography == | === Studio albums ===,30181774
Maiden Voyage (digital) neji/nunulaxnulan 2013,0,25,== Discography == | === Studio albums ===,30181774
frEEwheelin' (digital) neji/nunulaxnulan 2014,0,26,== Discography == | === Studio albums ===,30181774
AtoZ!!!2 (2CD) neji/nunulaxnulan 2014,0,27,== Discography == | === Studio albums ===,30181774
The Shipboard Gardener: music for Listening Room at UNYAZI Festival 2014 (digital) neji/nunulaxnulan 2014,0,28,== Discography == | === Studio albums ===,30181774
Rob A Grave Vol.1 (digital) neji/nunulaxnulan 2014,0,29,== Discography == | === Studio albums ===,30181774
Rob A Grave Vol.2 (digital) neji/nunulaxnulan 2014,0,30,== Discography == | === Studio albums ===,30181774
El Día Que Me Quieras (digital) neji/nunulaxnulan 2015,0,31,== Discography == | === Studio albums ===,30181774
Faucet Zero (digital) neji/nunulaxnulan 2015,0,32,== Discography == | === Studio albums ===,30181774
The Ship With No Cargo: Variations Of 'The Shipboard Gardener' For Voice And Words (digital) neji/nunulaxnulan 2015,0,33,== Discography == | === Studio albums ===,30181774
Their Satanic Majesties Sweet Disco Request (digital) neji/nunulaxnulan 2015,0,34,== Discography == | === Studio albums ===,30181774
Mystic Island (digital) neji/nunulaxnulan 2016,0,35,== Discography == | === Studio albums ===,30181774
Satapo's Pancake Repair (digital) neji/nunulaxnulan 2016,0,36,== Discography == | === Studio albums ===,30181774
"†he R∉v∉rs∉ of Cre⇒p!ng §h∂doωdrum $cr∉∂m ""F!sh F!sh F!sh!!!""",0,37,== Discography == | === Studio albums ===,30181774
(digital) neji/nunulaxnulan 2017,1,37,== Discography == | === Studio albums ===,30181774
Gundensan (digital) neji/nunulaxnulan 2017,0,38,== Discography == | === Studio albums ===,30181774
Ebony/Ivory (digital) neji/nunulaxnulan 2017,0,39,== Discography == | === Studio albums ===,30181774
The Rise And Fall Of... (digital) Zona Musica 2018,0,40,== Discography == | === Studio albums ===,30181774
OYASUMI (digital) KOOL SWITCH WORKS 2020,0,41,== Discography == | === Studio albums ===,30181774
===,0,42,== Discography == | === Singles ===,30181774
Singles =,1,42,== Discography == | === Singles ===,30181774
==,2,42,== Discography == | === Singles ===,30181774
.Aiff,0,43,== Discography == | === Singles ===,30181774
Skull EP (EP) Vivo Records 2006,1,43,== Discography == | === Singles ===,30181774
Custom Drum Destroyer EP (EP) disco_r.dance 2007,0,44,== Discography == | === Singles ===,30181774
"Kesalan Patharan EP (digital, EP) UpItUp!",0,45,== Discography == | === Singles ===,30181774
2010,1,45,== Discography == | === Singles ===,30181774
"Nucler EP (digital, EP) neji/nunulaxnulan 2011",0,46,== Discography == | === Singles ===,30181774
"Hellasick EP (digital, EP) bootytune 2011",0,47,== Discography == | === Singles ===,30181774
"Yudamen EP (digital, EP) neji/nunulaxnulan 2012",0,48,== Discography == | === Singles ===,30181774
"frEE EP (digital, EP) JUKE underground 2014",0,49,== Discography == | === Singles ===,30181774
"Snack EP (digital, EP) neji/nunulaxnulan 2015",0,50,== Discography == | === Singles ===,30181774
===,0,51,== Discography == | === Compilations ===,30181774
Compilations ===,1,51,== Discography == | === Compilations ===,30181774
The Wire Tapper 10 (CD),0,52,== Discography == | === Compilations ===,30181774
The Wire (magazine) 2003,1,52,== Discography == | === Compilations ===,30181774
Unacknowledged Pop-Song Collection Vol.666(CD),0,53,== Discography == | === Compilations ===,30181774
XerXes 2003,1,53,== Discography == | === Compilations ===,30181774
160OR80 (2CD＋DVD) Thailand Bookstore 2013,0,54,== Discography == | === Compilations ===,30181774
Atomic Bomb Compilation Vol. 2 (digital) Atomic Bomb Compilation 2014,0,55,== Discography == | === Compilations ===,30181774
