sentences,sentenceIndex,paragraphIndex,section,wikiId
"Lorne Lofsky (born May 10, 1954) is a Canadian jazz guitarist who was a member of the Oscar Peterson Quartet.",0,0,N/A,11389891
Lofsky began playing rock music at school dances but later took an interest in jazz after hearing the album Kind of Blue by Miles Davis.,0,1,N/A,11389891
"In the 1970s, he attended York University in Toronto and studied music while working at clubs in Toronto.",1,1,N/A,11389891
"He worked with Canadian musicians Butch Watanabe and Jerry Toth and with visiting Americans Pepper Adams, Bob Brookmeyer, and Chet Baker.",2,1,N/A,11389891
"In 1980, Lofsky met Canadian pianist Oscar Peterson, who produced his first album, It Could Happen to You.",3,1,N/A,11389891
"He toured with Peterson in the 1980s, and he toured and recorded as a member of Peterson's quartet and quintet in the 1990s.",4,1,N/A,11389891
"Lofsky has also worked with Ed Bickert, Ruby Braff, Rosemary Clooney, Kirk MacDonald, Rob McConnell, Tal Farlow, Dizzy Gillespie, Johnny Hartman, and Clark Terry.",5,1,N/A,11389891
From 1983 to 1991 Lofsky played in a quartet with jazz guitarist Ed Bickert.,6,1,N/A,11389891
This collaboration yielded two recordings (one of which was for the prestigious Concord label entitled This Is New) and a tour of Spain in 1991.,7,1,N/A,11389891
"In the early-1980s, Lofsky began an important musical association with saxophonist Kirk Macdonald leading to the formation of a quartet.",0,2,N/A,11389891
"Various versions of this quartet have played numerous dates outside of Toronto, including the Atlantic Jazz Festival, Montreal's Upstairs Club, and Vancouver's Cotton Club.",1,2,N/A,11389891
"Lofsky has taught at York University, Humber College's Community Music School, and the University of Toronto.",0,3,N/A,11389891
==,0,4,== Discography ==,11389891
Discography ==,1,4,== Discography ==,11389891
"It Could Happen to You (Pablo, 1980)",0,5,== Discography ==,11389891
"Ed Bickert, Lorne Lofsky and Friends, (Unisson, 1985)",0,6,== Discography ==,11389891
"This is New, with Ed Bickert (Concord, 1990)",0,7,== Discography ==,11389891
"Lorne Lofsky (Jazz Inspiration, 1992)",0,8,== Discography ==,11389891
"Bill Please (Jazz Inspiration, 1994)With Brass Connection",0,9,== Discography ==,11389891
"Brass Connection, (Innovation, 1982)",0,10,== Discography ==,11389891
"A New Look, (Innovation, 1984)",0,11,== Discography ==,11389891
"A Five Star Edition, (Innovation, 1988)With Oscar Peterson",0,12,== Discography ==,11389891
"The More I See You, (Telarc, 1995)",0,13,== Discography ==,11389891
"An Oscar Peterson Christmas (Telarc, 1995)",0,14,== Discography ==,11389891
"Oscar in Paris (Live at Salle Pleyel) (Telarc, 1996)With Kirk Macdonald",0,15,== Discography ==,11389891
"The Atlantic Sessions (Koch, 1997)",0,16,== Discography ==,11389891
"New Beginnings (Radioland, 1998)With others",0,17,== Discography ==,11389891
"This One's for Tedi, by Johnny Hartman (Audiophile, 1981)",0,18,== Discography ==,11389891
"Chet Baker in Buffalo (CCB, 1984)",0,19,== Discography ==,11389891
"Le Rouge by Duncan Hopkins with Kenny Wheeler, (1993)",0,20,== Discography ==,11389891
"Don't Get Around Much Anymore, Rob McConnell's Boss Brass (Concord, 1995)",0,21,== Discography ==,11389891
"One Take, Joey DeFrancesco (Alma)",0,22,== Discography ==,11389891
"What Is This Thing?, Inside Out (Romhog, 2004)",0,23,== Discography ==,11389891
==,0,24,== References ==,11389891
References ==,1,24,== References ==,11389891
==,0,25,== External links ==,11389891
External links ==,1,25,== External links ==,11389891
Official Website,0,26,== External links ==,11389891
entry (Canadian Jazz Archive),0,27,== External links ==,11389891
Eintrag (Grove Music Online),0,28,== External links ==,11389891
Lorne Lofsky at AllMusic,0,29,== External links ==,11389891
[1],0,30,== External links ==,11389891
