sentences,sentenceIndex,paragraphIndex,section,wikiId
Sofie Vanden Eynde (also written Sofie Van Den Eynde) is a Belgian lutenist and member of the music groups Imago Mundi and Murmuring Muses and Whispering Jinn.,0,0,N/A,64743762
"Vanden Eynde was born in Lommel, Belgium.",1,0,N/A,64743762
"In 2012, she formed the ensemble Imago Mundi.",2,0,N/A,64743762
"In 2014, Imago Mundi released the album 'Divine Madness'.",3,0,N/A,64743762
Vanden Eynde's album 'En Suite' recorded with Romina Lischka was chosen as the best Flemish classical CD of 2015 at the annual classical music awards organised by VRT.,4,0,N/A,64743762
"The Times of Malta described her as having gained ""an international reputation as a specialist in historical plucked instruments“.",5,0,N/A,64743762
==,0,1,== References ==,64743762
References ==,1,1,== References ==,64743762
