sentences,sentenceIndex,paragraphIndex,section,wikiId
"Justin Peter Papadimitriou (born October 13, 1977), family name changed to Peroff, is best known as the drummer for the Toronto-based indie rock collective Broken Social Scene.",0,0,N/A,3734388
"He is a credited actor, appearing in the major motion picture How to Lose a Guy in 10 Days and the Canadian television shows Straight Up and Our Hero.",1,0,N/A,3734388
"Peroff is a known DJ, spinning Broken Social Scene after parties worldwide and when stationed in his home town of Toronto.",2,0,N/A,3734388
He also fulfills bi-weekly and monthly DJ gigs at clubs and bars citywide.,3,0,N/A,3734388
"Peroff is also an event promoter and artist manager, managing Toronto based producer / musician and Last Gang artist Harrison and Toronto based neo-soul singer / artist and film maker M.I. Blue.",4,0,N/A,3734388
==,0,1,== External links ==,3734388
External links ==,1,1,== External links ==,3734388
Broken Social Scene Official Website,0,2,== External links ==,3734388
Justin Peroff at IMDb,0,3,== External links ==,3734388
