sentences,sentenceIndex,paragraphIndex,section,wikiId
"Barney Rappaport (March 25, 1900 – October 12, 1970) was an American orchestra leader and jazz musician from the 1920s to the 1940s.",0,0,N/A,22382194
Rapp married Ruby Wright in 1936.,1,0,N/A,22382194
==,0,1,== References ==,22382194
References ==,1,1,== References ==,22382194
