paragraph,paragraphIndex,section
"Graeme William Lyall (AM), is an Australian saxophonist, composer and arranger. He became a Member of the Order of Australia on 26 January 2003: ""For service to music as Artistic Director of the Western Australian Youth Jazz Orchestra, and as a musical director, composer and performer.""
",0,N/A
"== Biography ==
",1,== Biography ==
"Lyall played professionally at the Palais Ballroom and The Embers night club in Melbourne when he was 17 years old. When he turned 19 he was appointed to a lead musician's role and arranger with TCN 9 Orchestra. In 1971, Lyall took a composing, arranging and record production role at Armstrong Studios and moved back to Melbourne. He became a member of the ABC Melbourne Showband for years in 1977 and finally become the Director of Music at GTV-9 Melbourne, including work on the Don Lane Show. During his time in Melbourne, Graeme was the Winner of the Best Arrangement at Yamaha International Song Festival four times and winner of the Australian Writers and Art Directors Guild Award for the Best Music for a Television Commercial (Hallmark Greeting Cards). He appears on recordings by John Sangster and Tony Gould.
",2,== Biography ==
"He is the 2015 inductee into the Bell Awards Hall of Fame.
",3,== Biography ==
"He became a Member of the Order of Australia on 26 January 2003, ""For service to music as Artistic Director of the Western Australian Youth Jazz Orchestra, and as a musical director, composer and performer.""He currently lives in Mount Gambier.
",4,== Biography ==
"== Generations in Jazz ==
",5,== Generations in Jazz ==
"Graeme was the Division 2 adjudicator at Generations in Jazz, an annual festival that provides an opportunity for High School big bands from around Australia to compete against each other and for students to hear live performances from the likes of, John Morrison, Ross Irwin and several others.
",6,== Generations in Jazz ==
"== Discography ==
",7,== Discography ==
"=== Albums ===
",8,== Discography == | === Albums ===
"== References ==
",9,== References ==
"== External links ==
",10,== External links ==
"Move Records
",11,== External links ==
Graeme Lyall official website,12,== External links ==
