paragraph,paragraphIndex,section
"Thomas Harrison Miller Jr. (born September 27, 1970) is an American contemporary Christian music singer, songwriter and pastor. He is an executive pastor at Gateway Church in Southlake, Texas and was formerly the church's senior worship leader. In the latter role, he oversaw Gateway Worship, Gateway Create Publishing, The Blessed Life TV and Gateway Conference.
",0,N/A
"== Biography ==
",1,== Biography ==
"Thomas was born, Thomas Harrison Miller Jr., on September 27, 1970, in Charleston, West Virginia. He relocated to Dallas, Texas to start his ministry, and is married to Mary Beth Miller and father of Harrison Miller.
",2,== Biography ==
"Between 1995 and 1997 he studied Theology at the Christ for the Nations Institute, along with his wife Mary Beth. While at CFNI, they met Ana Paula Valadão, a student from Brazil who later became the leader of the worship ministry Diante do Trono, the main worship ministry in Latin America.
",3,== Biography ==
"In 2003, Thomas became worship pastor at Gateway Church. Under his leadership, Gateway Worship one of the main praise ministries in the United States. Thomas is a composer of several worship songs, like ""O The Blood"" which was composed along with his wife. In 2010, Gateway Worship partnered with Valadão's praise band, Diante do Trono. Two years later, Valadão invited Miller to participate in the recording of her band's 15th live album, titled Creio, the album was recorded at the Sambadrome, in the city of Manaus, Brazil, gathering more 350 thousand people.
",4,== Biography ==
"== Discography ==
",5,== Discography ==
"=== Studio albums with Gateway Worship ===
",6,== Discography == | === Studio albums with Gateway Worship ===
"Unsearchable (2003)
",7,== Discography == | === Studio albums with Gateway Worship ===
"Masterpiece (2003) (Released under the name Gatewayouth, formerly Gateway Church's youth ministry, currently known as GatewayStudents and Gateway Generate)
",8,== Discography == | === Studio albums with Gateway Worship ===
"Drawing Closer: Songs from Gateway Devotions (2006)
",9,== Discography == | === Studio albums with Gateway Worship ===
"The Battle: Songs from Gateway Devotions (2007)
",10,== Discography == | === Studio albums with Gateway Worship ===
"First: Songs from Gateway Devotions (2008)
",11,== Discography == | === Studio albums with Gateway Worship ===
"My Beloved (2009)
",12,== Discography == | === Studio albums with Gateway Worship ===
"(Songs Inspired By) Conversations with God (2009)
",13,== Discography == | === Studio albums with Gateway Worship ===
"Let's Go: Songs from Gateway Devotions (2010)
",14,== Discography == | === Studio albums with Gateway Worship ===
"The More I Seek You (2011)
",15,== Discography == | === Studio albums with Gateway Worship ===
"In Jesus Name: Songs from Gateway Devotions (2012)
",16,== Discography == | === Studio albums with Gateway Worship ===
"Love Expressed: Songs from Gateway Devotions (2013)
",17,== Discography == | === Studio albums with Gateway Worship ===
"The Blessed Life: Songs from Gateway Devotions (2015)
",18,== Discography == | === Studio albums with Gateway Worship ===
"=== Live albums with Gateway Worship ===
",19,== Discography == | === Live albums with Gateway Worship ===
"Living for You (2006)
",20,== Discography == | === Live albums with Gateway Worship ===
"Wake Up the World (2008)
",21,== Discography == | === Live albums with Gateway Worship ===
"God Be Praised (2010)
",22,== Discography == | === Live albums with Gateway Worship ===
"Great, Great God (EP) (2011)
",23,== Discography == | === Live albums with Gateway Worship ===
"Forever Yours (2012)
",24,== Discography == | === Live albums with Gateway Worship ===
"WALLS (2015)
",25,== Discography == | === Live albums with Gateway Worship ===
"=== Compilation albums with Gateway Worship ===
",26,== Discography == | === Compilation albums with Gateway Worship ===
"The First 10 Years (2013)
",27,== Discography == | === Compilation albums with Gateway Worship ===
"Gateway Worship Voices: Thomas Miller (2016)
",28,== Discography == | === Compilation albums with Gateway Worship ===
"== References ==
",29,== References ==
Thomas Miller's Gateway Church biography,30,== References ==
