paragraph,paragraphIndex,section
"Yogini Joglekar (6 Aug 1925 – 1 November 2005) was a Marathi writer, poet and also a classical singer.
",0,N/A
"== Career ==
",1,== Career ==
"Yogini was born in Pune in 1925 and completed her school education in B.A. She was working as teacher between 1948 and 1953. She did a lot of social work through ""Rashtrasevika Samiti"". There are 116 books to her credit which includes 50 novels, 39 Short stories collection and many others like collection of poems, poems for children etc. Her novel ""Ya sam Ha"" on Bhaskarbuva Bakhale and ""Ram Prahar"" on Ram Marathe was special and got a lot of recognition.
",2,== Career ==
"She was learning classical singing since the age of 8 from Shankar buva Ashtekar and then from Ram Marathe. Also, she received classical music training for some period from Sangeetkalanidhi Master Krishnarao Phulambrikar. She sang for the Marathi film ""Pahili Manglagaur"" as a play back singer.
",3,== Career ==
"== Books written ==
",4,== Books written ==
"Niragas  निरागस
",5,== Books written ==
"Shilangan शिलांगण
",6,== Books written ==
"Kunasathi Konitari कुणासाठी कुणीतरी
",7,== Books written ==
"Jag जाग
",8,== Books written ==
"Chaitannya  चैतन्या
",9,== Books written ==
"Sakshatkar साक्षात्कार
",10,== Books written ==
"Umala उमाळा
",11,== Books written ==
"Chimakhade चिमखडे अर्थात बडबड गीते
",12,== Books written ==
"Upahar उपहार
",13,== Books written ==
"Swaha  स्वाहा
",14,== Books written ==
"Nadbrhma नादब्रह्म
",15,== Books written ==
"Paygun  पायगुण
",16,== Books written ==
"Aaswad आस्वाद
",17,== Books written ==
"Dahihandi दहीहंडी
",18,== Books written ==
"Sharyat शर्यत
",19,== Books written ==
"Shri Ganesha  श्रीगणेशा
",20,== Books written ==
"Navi Vaat नवी वाट
",21,== Books written ==
"Baplek बापलेक
",22,== Books written ==
"Ashwath अश्वत्थ
",23,== Books written ==
"Charuchi Aai चारूची आई
",24,== Books written ==
"== Articles ==
",25,== Articles ==
"Shravan
",26,== Articles ==
"== Songs written ==
",27,== Songs written ==
"मधुर स्वरलहरी या  Madhur Swar Lahari Ya
",28,== Songs written ==
"सखे बाई सांगते मी Sakhe Bai Sangate Mi
",29,== Songs written ==
"हरीची ऐकताच मुरली Harichi Aikatach Murali
",30,== Songs written ==
"हे सागरा नीलांबरा He Sagara Nilambara
",31,== Songs written ==
"== Personal life ==
",32,== Personal life ==
"In her memory, her family has released a Devnagari Unicode font ""Aksharyogini"". She died on 1 November 2005 at the age of 80 due to prolonged disease.
",33,== Personal life ==
== References ==,34,== References ==
