paragraph,paragraphIndex,section
"Mehmet Aslantuğ (born 25 September 1961) is a Turkish actor, director, producer, and screenwriter of Circassian origin. He has received a Golden Boll Award, a Golden Objective Award, three Golden Orange Awards, and four Golden Butterfly Awards.
",0,N/A
"== Early life and career ==
",1,== Early life and career ==
"Aslantuğ was born in 1961 to Circassian parents from Turkey. He has appeared in more than 30 films and television shows since 1981. He starred in Akrebin Yolculuğu, which was screened in the Un Certain Regard section at the 1997 Cannes Film Festival. In April 2011, it was announced Aslantuğ would portray the role of Çerkez Ethem in an upcoming Mohy Quandour film.
",2,== Early life and career ==
"== Filmography ==
",3,== Filmography ==
"=== Film ===
",4,== Filmography == | === Film ===
"=== Television ===
",5,== Filmography == | === Television ===
"== Selected awards and nominations ==
",6,== Selected awards and nominations ==
"== References ==
",7,== References ==
"== External links ==
",8,== External links ==
Mehmet Aslantuğ at IMDb,9,== External links ==
