paragraph,paragraphIndex,section
"Lee Bo-ram  (Korean: 이보람; born February 17, 1987) is a South Korean singer and actress. She is a former member of girl group SeeYa. She joined the project unit 2Boram in 2012.
",0,N/A
"== Discography ==
",1,== Discography ==
"=== Singles ===
",2,== Discography == | === Singles ===
"=== As Featured Artists ===
",3,== Discography == | === As Featured Artists ===
"== Filmography ==
",4,== Filmography ==
"=== Television series ===
",5,== Filmography == | === Television series ===
"=== Musicals ===
",6,== Filmography == | === Musicals ===
"=== Variety shows ===
",7,== Filmography == | === Variety shows ===
"== References ==
",8,== References ==
"== External links ==
",9,== External links ==
"Official website
",10,== External links ==
Lee Bo-ram on Twitter,11,== External links ==
