paragraph,paragraphIndex,section
"Ajayan Adat born in Thrissur on December 31, 1987. He is working in film sector as recordist, Sync sound Recordist mainly in Malayalam films. He is based in Cochin. He is best known for his works in  films like Soni (film), Nayattu (2021 film), Virus, Koode etc. After completing his Graduation in Physics from the Sree Kerala Varma College in 2008, he joined the Film and Television Institute of India, Pune for Post Graduation Diploma in Sound Recording and Sound Design. After graduating in 2016, he started his career in Malayalam film industry as recordist, Sync sound Recordist.,
",0,N/A
"== Filmography ==
",1,== Filmography ==
"=== As Production Sound Mixer ===
",2,== Filmography == | === As Production Sound Mixer ===
"=== As Sound Designer ===
",3,== Filmography == | === As Sound Designer ===
"=== As additional sync sound recordist ===
",4,== Filmography == | === As additional sync sound recordist ===
"== References ==
",5,== References ==
"== External links ==
",6,== External links ==
"Ajayan Adat at IMDb
",7,== External links ==
"""Ajayan Adat"". IMDb. Retrieved 29 January 2020.
",8,== External links ==
"""Centre taking cultural intolerance to absurd limits: Ajayan Adat - Deccan Chronicle"". Dailyhunt. Retrieved 29 January 2020.
",9,== External links ==
"""International Film Festival in Rotterdam: FTII students' film picked for festival"". The Indian Express. 25 December 2016. Retrieved 29 January 2020.
",10,== External links ==
"Byatnal, Amruta (24 August 2013). ""ABVP thrashes FTII student for not saying 'Jai Narendra Modi'"". The Hindu. Retrieved 29 January 2020.
",11,== External links ==
"https://www.moviebuff.com/ajayan-adat
",12,== External links ==
"https://iffr.com/en/2017/films/sakhisona
",13,== External links ==
"https://m3db.com/artists/69325
",14,== External links ==
"https://iffr.com/en/2017/films/sakhisona
",15,== External links ==
"https://indianexpress.com/article/entertainment/entertainment-others/international-film-festival-in-rotterdam-ftii-students-film-picked-for-festival-4443772/
",16,== External links ==
"https://www.thenewsminute.com/article/ftii-students-unrelenting-will-continue-protest
",17,== External links ==
https://countercurrents.org/2018/06/film-fraternity-condemn-the-decision-by-malayalam-film-actors-body-to-reinstate-dileep/,18,== External links ==
