paragraph,paragraphIndex,section
"Katherine Genevieve McGarry, known professionally as Kate McGarry, is a jazz vocalist.
",0,N/A
"== Career ==
",1,== Career ==
"McGarry grew up in an Irish-American family with nine siblings in Hyannis, Massachusetts. She attended the University of Massachusetts Amherst, graduating with a degree in jazz and Afro-American Music. After graduating, she became a member of the vocal group One O'Clock Jump. For ten years she lived in Los Angeles. She sang in clubs, did film and television work in Hollywood, and recorded her first album, Easy to Love (1992). In 1996, she moved to the Catskill Mountains in New York to study at an ashram. Three years later, she moved to New York City, returned to singing in clubs, and recorded her second album, Show Me. McGarry looks beyond the jazz world for material, singing cover versions of Peter Gabriel, Björk, and Joni Mitchell on Mercy Streets (Palmetto, 2005), the Irish song ""The Heather on the Hill"" on The Target (Palmetto, 2007), and ""American Tune"" by Paul Simon on Genevieve & Ferdinand (Sunnyside, 2014), which she recorded with her husband, guitarist Keith Ganz. She has worked with Kurt Elling, Fred Hersch, John Hollenbeck, and Maria Schneider. She appeared on the radio programs Piano Jazz with Marian McPartland, All Things Considered, and  Jazz Set with Dee Dee Bridgewater. She has taught at the Manhattan School of Music and New England Conservatory of Music.
",2,== Career ==
"== Awards and honors ==
",3,== Awards and honors ==
"Grammy Award nomination for Best Jazz Vocal Album, If Less is More...Nothing is Everything, 2009
",4,== Awards and honors ==
"Grammy Award nomination for Best Jazz Vocal Album, The Subject Tonight Is Love, 2019
",5,== Awards and honors ==
"Voted Rising Star, Down Beat magazine's Critics' Poll, 2011–2016
",6,== Awards and honors ==
"Outstanding Jazz Vocalist, NYC Nightlife Awards
",7,== Awards and honors ==
"Jazz ambassador, three years
",8,== Awards and honors ==
"== Discography ==
",9,== Discography ==
"=== As leader ===
",10,== Discography == | === As leader ===
"Easy to Love (Vacuum Tube Logic of America, 1992)
",11,== Discography == | === As leader ===
"Show Me (Palmetto, 2003)
",12,== Discography == | === As leader ===
"Mercy Streets (Palmetto, 2005)
",13,== Discography == | === As leader ===
"The Target (Palmetto, 2007)
",14,== Discography == | === As leader ===
"If Less Is More... (Palmetto, 2008)
",15,== Discography == | === As leader ===
"Girl Talk (Palmetto, 2012)
",16,== Discography == | === As leader ===
"Genevieve and Ferdinand with Keith Ganz (Sunnyside, 2014)
",17,== Discography == | === As leader ===
"The Subject Tonight Is Love with Keith Ganz (Binxtown, 2018)
",18,== Discography == | === As leader ===
"What to Wear in the Dark (Resilience Music Alliance, 2021)
",19,== Discography == | === As leader ===
"=== As guest ===
",20,== Discography == | === As guest ===
"Brian Byrne, Goldenhair (2017)
",21,== Discography == | === As guest ===
"Fred Hersch, Leaves of Grass (2005)
",22,== Discography == | === As guest ===
"John Hollenbeck, Songs We Like a Lot (Sunnyside, 2015)
",23,== Discography == | === As guest ===
"Mike Holober, Balancing Act  (2015)
",24,== Discography == | === As guest ===
"Kenny Loggins, More Songs from Pooh Corner (2000)
",25,== Discography == | === As guest ===
== References ==,26,== References ==
