paragraph,paragraphIndex,section
"Brainstorm is a German power metal band formed in 1989 by guitarists Torsten Ihlenfeld and Milan Loncaric, and drummer Dieter Bernert. The band features lead singer Andy B. Franck, who is also noted for his other band, Symphorce. They are known to play a somewhat darker style of music than most power metal groups.
",0,N/A
"== Band members ==
",1,== Band members ==
"Current
",2,== Band members ==
"Torsten Ihlenfeld – guitars, backing vocals (1989-present)
",3,== Band members ==
"Milan Loncaric – guitars, backing vocals (1989-present)
",4,== Band members ==
"Dieter Bernert – drums (1989-present)
",5,== Band members ==
"Andy B. Franck – vocals (1999-present)
",6,== Band members ==
"Antonio Ieva – bass (2007-present)Former
",7,== Band members ==
"Stefan Fronk – vocals (1990–1991)
",8,== Band members ==
"Marcus Jürgens – vocals (1991–1999)
",9,== Band members ==
"Henning Basse – vocals (live only)
",10,== Band members ==
"Peter Waldstätter – bass (1990)
",11,== Band members ==
"Andreas Mailänder – bass (1990–2007)
",12,== Band members ==
"== Timeline ==
",13,== Timeline ==
"== Discography ==
",14,== Discography ==
