paragraph,paragraphIndex,section
"Bill Nace is an experimental guitarist. Nace has collaborated with Joe McPhee, Steve Gunn, Thurston Moore, Yoko Ono, Okkyung Lee, and Kim Gordon. With Gordon, Nace is part of the experimental electric guitar duo Body/Head.
",0,N/A
"== Discography ==
",1,== Discography ==
"Too Dead for Dreaming (8mm, 2010)
",2,== Discography ==
"Both (Drag City, 2020)With Body/Head
",3,== Discography ==
"Coming Apart (Matador, 2013)
",4,== Discography ==
"Live Hassle (Feeding Tube, 2016)
",5,== Discography ==
"No Waves (Matador, 2016)
",6,== Discography ==
"The Switch (Matador, 2018)
",7,== Discography ==
"Body/Dilloway/Head (with Aaron Dilloway; Three Lobed Recordings, 2021)With X.O.4
",8,== Discography ==
"All Alien Part One (Open Mouth, 2004)
",9,== Discography ==
"X.O.4 (Audiobot 2005)
",10,== Discography ==
"Cataracts (Ecstatic Peace!, 2007)
",11,== Discography ==
"Lost Signals (Ultra Eczema, 2007)
",12,== Discography ==
"Exile (Open Mouth, 2010)With Paul Flaherty
",13,== Discography ==
"Untitled (Ecstatic Peace!, 2008)
",14,== Discography ==
"An Airless Field (Ecstatic Peace!, 2010)
",15,== Discography ==
"No, the Sun (Open Mouth, 2011)
",16,== Discography ==
"Broken Staircase (Wet Paint Music 2011)
",17,== Discography ==
"=== As sideman ===
",18,== Discography == | === As sideman ===
"Susan Alcorn, Live at Rotunda (Open Mouth, 2019)
",19,== Discography == | === As sideman ===
"Kim Gordon, Sound for Andy Warhol's KISS (Andy Warhol Museum 2019)
",20,== Discography == | === As sideman ===
"Chris Corsano, Mystic Beings (Open Mouth, 2018)
",21,== Discography == | === As sideman ===
"Okkyung Lee, Live at Stone (Open Mouth, 2015)
",22,== Discography == | === As sideman ===
"Samara Lubelski, Samara Lubelski & Bill Nace (Open Mouth, 2018)
",23,== Discography == | === As sideman ===
"Samara Lubelski, Live in Belchertown (Open Mouth, 2019)
",24,== Discography == | === As sideman ===
"Joe McPhee, Last Notes (Open Mouth, 2013)
",25,== Discography == | === As sideman ===
"Wally Shoup, One End to the Other (Open Mouth, 2015)
",26,== Discography == | === As sideman ===
"== References ==
",27,== References ==
"== External links ==
",28,== External links ==
Bill Nace at Bandcamp,29,== External links ==
