paragraph,paragraphIndex,section
"Reina Kondō (近藤 玲奈, born January 28, 1999) is a Japanese voice actress and singer from Chiba Prefecture who is affiliated with Hirata Office. She is known for her roles as Hana Ichinose in Slow Start and Suzuka Nagami in My Sister, My Writer. She, together with her Slow Start co-stars Ayasa Itō, Tomomi Mineuchi, and Maria Naganawa performed the series' opening theme ""Ne! Ne! Ne!"" under the name STARTails. On April 14, 2021, she made her debut as a solo singer under Nippon Columbia.
",0,N/A
"== Filmography ==
",1,== Filmography ==
"=== Anime ===
",2,== Filmography == | === Anime ===
"2015Aoharu x Machinegun (Female student)
",3,== Filmography == | === Anime ===
"Lance N' Masques (Pre-school student)2016Sweetness and Lightning (Female class head)
",4,== Filmography == | === Anime ===
"Cardfight!! Vanguard G (Stray cat)2017Chōyū Sekai (Young girl, announcer)
",5,== Filmography == | === Anime ===
"Kemono Friends (Asian small-clawed otter)
",6,== Filmography == | === Anime ===
"Chronos Ruler (Girl, dancer, boy)
",7,== Filmography == | === Anime ===
"Just Because! (Momoka Suzuki)2018Karakai Jozu no Takagi-san (Bobcut hair girl)
",8,== Filmography == | === Anime ===
"Slow Start (Hana Ichinose)
",9,== Filmography == | === Anime ===
"My Sister, My Writer (Suzuka Nagami)
",10,== Filmography == | === Anime ===
"Sword Art Online: Alicization (Ronye Arabel)2019Boogiepop and Others (Kazuko Suema)
",11,== Filmography == | === Anime ===
"Hachigatsu no Cinderella Nine (Ryō Shinonome)2020Dorohedoro (Nikaidō)
",12,== Filmography == | === Anime ===
"Dropout Idol Fruit Tart (Nina Maehara)2021Horimiya (Sakura Kōno)
",13,== Filmography == | === Anime ===
"Mazica Party (Anya do Glengard XII)
",14,== Filmography == | === Anime ===
"World Trigger Season 2 (Hana Somei)
",15,== Filmography == | === Anime ===
"Those Snow White Notes (Yui Yamazato)
",16,== Filmography == | === Anime ===
"Battle Athletes Victory ReSTART! (Chal Walder)2022Rust-Eater Bisco (Paū Nekoyanagi)
",17,== Filmography == | === Anime ===
"Tribe Nine (Enoki Yukigaya)
",18,== Filmography == | === Anime ===
"Hairpin Double (Pink/Hina Kawai)
",19,== Filmography == | === Anime ===
"=== Video games ===
",20,== Filmography == | === Video games ===
"2015MapleStory (Athena Pierce)2017Yuki Yuna is a Hero: A Sparkling Flower (Anzu Iyojima)
",21,== Filmography == | === Video games ===
"Magia Record: Puella Magi Madoka Magica Side Story (Kokoro Awane)2018The Idolmaster: Shiny Colors (Hiori Kazano)
",22,== Filmography == | === Video games ===
"The Liar Princess and the Blind Prince (Narrator)2020Azur Lane (Kashino)
",23,== Filmography == | === Video games ===
"Arknights (Folinic)2021
",24,== Filmography == | === Video games ===
"Blue Archive (Aru Rikuhachima)
",25,== Filmography == | === Video games ===
"Princess Connect! Re:Dive (Shifuna Agato)
",26,== Filmography == | === Video games ===
"SINce Memories: Off the Starry Sky (Chihaya Houjou)
",27,== Filmography == | === Video games ===
"== References ==
",28,== References ==
"== External links ==
",29,== External links ==
"Official Nippon Columbia page (in Japanese)
",30,== External links ==
"Official agency profile (in Japanese)
",31,== External links ==
Reina Kondō  at Anime News Network's encyclopedia,32,== External links ==
