paragraph,paragraphIndex,section
"Lars Are Nedland (born 13 May 1976), known also as Lazare, from Kristiansand, Norway, is the vocalist, drummer, and keyboardist for acclaimed avant-garde black metal band Solefald. He is also keyboardist for the progressive black metal act Borknagar. He composes much of the music and all the arrangements for violin and cello on the Solefald albums, Red for Fire: An Icelandic Odyssey Part 1 and Black For Death: An Icelandic Odyssey Part 2. He also has written some lyrics for the band, including the songs ""04.34 pm"", ""Fluorescent"", and ""White Frost Queen."" He and vocalist/guitarist/bassist/main lyricist Cornelius Jakhelln started Solefald in August 1995.
",0,N/A
"== Career ==
",1,== Career ==
"Over the years Lazare has joined a variety of bands, playing drums on the black metal band Carpathian Forest's 1998 album, Black Shining Leather, joining progressive metal band Borknagar to play piano, keyboard, synthesizer and Hammond organ, sing back-up vocals, and write lyrics, in 2000, and arranging sessions on drums for other bands (Böh, Grail, God.com)
",2,== Career ==
"In 2003 he joined folk/Viking metal band, Ásmegin, in which he sings all clean male vocals. In 2004, he was asked to join the avant-garde metal band Age of Silence as singer and main lyricist, which includes members such as Andy Winter from the band Winds, and Hellhammer from bands such as Arcturus, Mayhem, Winds.
",3,== Career ==
"Lazare is also a researcher/reporter/proprietor for the Norwegian television station TVNORGE, where he books guests, puts up cases, and goes out to report.
",4,== Career ==
"== Interviews ==
",5,== Interviews ==
"Interview With Solefald
",6,== Interviews ==
"Interview With Solefald 2
",7,== Interviews ==
"== Discography ==
",8,== Discography ==
"=== With Solefald ===
",9,== Discography == | === With Solefald ===
"Jernlov (demo) (1996)
",10,== Discography == | === With Solefald ===
"The Linear Scaffold (1997)
",11,== Discography == | === With Solefald ===
"Neonism (1999)
",12,== Discography == | === With Solefald ===
"Pills Against The Ageless Ills (2001)
",13,== Discography == | === With Solefald ===
"In Harmonia Universali (2003)
",14,== Discography == | === With Solefald ===
"Red For Fire: An Icelandic Odyssey Part 1 (2005)
",15,== Discography == | === With Solefald ===
"Black For Death: An Icelandic Odyssey Part 2 (2006)
",16,== Discography == | === With Solefald ===
"The Circular Drain (2008)
",17,== Discography == | === With Solefald ===
"Norrøn Livskunst (2010)
",18,== Discography == | === With Solefald ===
"World Metal. Kosmopolis Sud (2015)
",19,== Discography == | === With Solefald ===
"=== With Borknagar ===
",20,== Discography == | === With Borknagar ===
"Quintessence (2000)
",21,== Discography == | === With Borknagar ===
"Empiricism (2001)
",22,== Discography == | === With Borknagar ===
"Epic (2004)
",23,== Discography == | === With Borknagar ===
"Origin (2006)
",24,== Discography == | === With Borknagar ===
"For the Elements (2008)
",25,== Discography == | === With Borknagar ===
"Universal (2010)
",26,== Discography == | === With Borknagar ===
"Urd (2012)
",27,== Discography == | === With Borknagar ===
"Winter Thrice (2016)
",28,== Discography == | === With Borknagar ===
"True North  (2019)
",29,== Discography == | === With Borknagar ===
"=== With Age of Silence ===
",30,== Discography == | === With Age of Silence ===
"Acceleration (2004)
",31,== Discography == | === With Age of Silence ===
"Complication - Trilogy of Intricacy (2005)
",32,== Discography == | === With Age of Silence ===
"=== With Ásmegin ===
",33,== Discography == | === With Ásmegin ===
"Hin Vordende Sod & Sø (2003)
",34,== Discography == | === With Ásmegin ===
"=== With Böh ===
",35,== Discography == | === With Böh ===
"Böh (2001)
",36,== Discography == | === With Böh ===
"=== With White Void ===
",37,== Discography == | === With White Void ===
"Void (2021)
",38,== Discography == | === With White Void ===
"=== As session musician/guest musician ===
",39,== Discography == | === As session musician/guest musician ===
"Carpathian Forest – Black Shining Leather (Drums) (1998)
",40,== Discography == | === As session musician/guest musician ===
"Vintersorg – Visions From The Spiral Generator (Hammond organ) (2002)
",41,== Discography == | === As session musician/guest musician ===
"Vintersorg – The Focusing Blur (Hammond Organ, vocals/spoken word, lyrics) (2004)
",42,== Discography == | === As session musician/guest musician ===
"Sturmgeist – Meister Mephisto (Backing-Vocals) (2005)
",43,== Discography == | === As session musician/guest musician ===
"Winds – Prominence and Demise (Vocals) (2007)
",44,== Discography == | === As session musician/guest musician ===
"Pantheon I – The Wanderer and His Shadow (Vocals) (2007)
",45,== Discography == | === As session musician/guest musician ===
"Havoc Unit – h. IV+ (Vocals) (2008)
",46,== Discography == | === As session musician/guest musician ===
"== References ==
",47,== References ==
"== External links ==
",48,== External links ==
"Official Lars Nedland Myspace Page
",49,== External links ==
"Solefald.org
",50,== External links ==
"Borknagar.com
",51,== External links ==
"Ageofsilence.com
",52,== External links ==
"Asmegin.com
",53,== External links ==
"Sturmgeist.com
",54,== External links ==
Vintersorganic.com,55,== External links ==
