paragraph,paragraphIndex,section
"Max Eastley (born 1 December 1944, Torquay, Devon, England) is a British visual and sound artist. He is part of the Cape Farewell Climate Change project. He studied painting and graphic art at Newton Abbot Art School and then went on to gain a BA in Fine Art (1969–1972) at Middlesex University (formerly Hornsey School of Art). He is a sculptor (kinetic), musician and composer. His primary instrument is a unique electro-acoustic monochord, developed from an aeolian sculpture. 'The Arc' consists of a single string stretched lengthwise across a long piece of wood (around ten feet) which can be played with a bow, fingers or short glass rods. The end of the instrument has a microphone attached so the basic sound can be amplified, recorded and run through sound effect programs.
",0,N/A
"Eastley has collaborated with many different artists and musicians on performances, installations and recordings including: David Toop,  Brian Eno, Paul Burwell, Victor Gama, Hugh Davies, Steve Beresford, Peter Greenaway, Dave Hunt, David Buckland, Evan Parker, Peter Cusack, Spaceheads. From 2001–2002, Eastley was a visiting fellow at John Moores University Liverpool and is currently (2010 onwards) an AHRC research fellow at Oxford Brookes University researching Aeolian phenomena. On 17 May 1989, Eastley was awarded a prize in the 'Learning Spaces Category' of the working in the City European Communities Architectural Ideas Competition (University College Dublin).
",1,N/A
"== Selected discography ==
",2,== Selected discography ==
"Eastley has worked across a variety of genres including: improvised and experimental music; folk music; popular song; jazz; compositions using environmental recordings as well as musical resources. He has also composed music for film and dance. Eastley was part of the group 'The 49 Americans', who played together for a period during the 1980s and produced several albums together.
",3,== Selected discography ==
"'New and Rediscovered Musical Instruments' with David Toop, produced by Brian Eno (Obscure) – 1975
",4,== Selected discography ==
"'Circadian Rhythm' with Paul Burwell, Hugh Davies, Paul Lovens, Paul Lytton, Annabel Nicolson, Evan Parker and David Toop (Incus Records) – 1978
",5,== Selected discography ==
"'Whirled Music' with Steve Beresford, Paul Burwell and David Toop (Quartz) – 1980
",6,== Selected discography ==
"'My Heart's in Motion' (Nato) – 1985
",7,== Selected discography ==
"'At Close Quarters' Various artists (These Records) – 1993
",8,== Selected discography ==
"'Buried Dreams' with David Toop (Beyond) – 1994
",9,== Selected discography ==
"'Isolationism' Various artists (Virgin) – 1994
",10,== Selected discography ==
"'Day for Night' with Peter Cusack – 2001
",11,== Selected discography ==
"'The Time of the Ancient Astronaut' with the Spaceheads (Bip Hop) – 2001
",12,== Selected discography ==
"'Doll Creature' with David Toop (Bip Hop) – 2004
",13,== Selected discography ==
"'Hydrophony for Dagon' with Michael Prime (Absurd) – 2006
",14,== Selected discography ==
"'Songs of Transformation' with Martyn Bates (Musica Maxima Magnetica) – 2007
",15,== Selected discography ==
"'ARCTIC' produced by David Buckland/Cape Farewell – 2007
",16,== Selected discography ==
"'A Very Long Way from Anywhere Else' with the Spaceheads (Bip Hop) – 2007
",17,== Selected discography ==
"'A Life Saved by a Spider and Two Doves' with Graham Halliwell, Evan Parker and Mark Wastell (Another Timbre) – 2008
",18,== Selected discography ==
"'Dark Architecture' (Another Timbre) – 2009
",19,== Selected discography ==
"'Max Eastley Installation Recordings 1973–2008'
",20,== Selected discography ==
"== Selected performances ==
",21,== Selected performances ==
"Eastley has performed as a solo musician and in many combinations with other artists. He has worked on stage with his installations and with film and has created and performed in musical/theatrical performances such as: 'Whirled Music'.
",22,== Selected performances ==
"Ars Electronica, 1990 – Performance of Whirled Music
",23,== Selected performances ==
