paragraph,paragraphIndex,section
"Frederick ""Freddie"" Douglas Waits (April 27, 1943 – November 18, 1989) was a hard bop and post-bop drummer.
",0,N/A
"Waits never officially recorded as leader, but was a prominent member and composer in Max Roach's M'Boom percussion ensemble. He worked as sideman with such pianists as McCoy Tyner, Kenny Barron, Andrew Hill, Gene Harris, Billy Taylor and Joe Zawinul. In 1967, Waits recorded with Freddie Hubbard. He was a member of the last Lee Morgan Quintet, an association ended by Morgan's murder in 1972.
",1,N/A
"In the late 1970s, Waits formed Colloquium III with fellow drummers Horace Arnold and Billy Hart. In the 1980s he became a music faculty member of Rutgers University. He died of pneumonia and kidney failure in New York in 1989. His son is the drummer Nasheet Waits.
",2,N/A
"== Discography ==
",3,== Discography ==
"=== As sideman ===
",4,== Discography == | === As sideman ===
"With M'Boom
",5,== Discography == | === As sideman ===
"Re: Percussion (Strata-East, 1973)
",6,== Discography == | === As sideman ===
"M'Boom (Columbia, 1979)
",7,== Discography == | === As sideman ===
"Collage (Soul Note, 1984)With Roy Ayers 
",8,== Discography == | === As sideman ===
"Daddy Bug (Atlantic, 1969)With Kenny Barron
",9,== Discography == | === As sideman ===
"You Had Better Listen (Atlantic, 1967) with Jimmy Owens
",10,== Discography == | === As sideman ===
"Sunset to Dawn (Muse, 1973)
",11,== Discography == | === As sideman ===
"Autumn in New York (Uptown, 1984)With Gary Bartz
",12,== Discography == | === As sideman ===
"Another Earth (Milestone, 1969)With Willie Bobo
",13,== Discography == | === As sideman ===
"A New Dimension (Verve, 1968)With Ray Bryant
",14,== Discography == | === As sideman ===
"Gotta Travel On (Cadet, 1966)
",15,== Discography == | === As sideman ===
"Lonesome Traveler (Cadet, 1966)
",16,== Discography == | === As sideman ===
"Slow Freight (Cadet, 1967)
",17,== Discography == | === As sideman ===
"Sound Ray (Cadet, 1969)With Kenny Burrell
",18,== Discography == | === As sideman ===
"Night Song (Verve, 1969)With Donald Byrd
",19,== Discography == | === As sideman ===
"Mustang! (Blue Note, 1966)With Stanley Cowell
",20,== Discography == | === As sideman ===
"We Three (DIW, 1987)With Richard Davis
",21,== Discography == | === As sideman ===
"Epistrophy & Now's the Time (Muse, 1972)
",22,== Discography == | === As sideman ===
"Dealin' (Muse, 1973)
",23,== Discography == | === As sideman ===
"Harvest (Muse, 1977 [1979])
",24,== Discography == | === As sideman ===
"Persia My Dear (DIW, 1987)With Jack DeJohnette
",25,== Discography == | === As sideman ===
