paragraph,paragraphIndex,section
"Son Ho-jun (born June 27, 1984) is a South Korean actor and singer. He made his acting debut in 2006 in the educational drama, Jump 2. In 2007, Son made his entertainment debut as the leader of Tachyon, a three-member boyband, which first performed on the show A-Live on Channel V Korea. The first pop group launched by J&H Media, Tachyon released the debut single Feel Your Breeze (a Korean remake from the Japanese boyband V6), then disbanded shortly after. After appearing in the SBS drama Coffee House, which ended in July 2010, he entered military service. Upon his return in 2013, he returned to acting and rose to stardom for playing the character Haitai in campus drama Reply 1994. He also gained popularity for appearing in reality shows, notably Youth Over Flowers and Three Meals a Day: Fishing Village. In July 2016, Son signed with YG Entertainment. In 2017, he starred in the hit romance drama Confession Couple. In 2019, he gained critical acclaim for his acting in The Light in Your Eyes. In 2020, Son played the role of a successful novelist and scriptwriter in the Netflix drama, Was It Love?.
",0,N/A
"== Filmography ==
",1,== Filmography ==
"=== Film ===
",2,== Filmography == | === Film ===
"=== Television series ===
",3,== Filmography == | === Television series ===
"=== Television show ===
",4,== Filmography == | === Television show ===
"=== Web shows ===
",5,== Filmography == | === Web shows ===
"=== Music video ===
",6,== Filmography == | === Music video ===
"== Theater ==
",7,== Theater ==
"== Discography ==
",8,== Discography ==
"=== Singles ===
",9,== Discography == | === Singles ===
"== Awards and nominations ==
",10,== Awards and nominations ==
"== References ==
",11,== References ==
"== External links ==
",12,== External links ==
"Son Ho-jun on Instagram
",13,== External links ==
Son Ho-jun on Twitter,14,== External links ==
