paragraph,paragraphIndex,section
"Paul Lytton (born 8 March 1947, London) is an English free jazz percussionist.
",0,N/A
"Lytton began on drums at age 16. He played jazz in London in the late 1960s while taking lessons on the tabla from P.R. Desai. In 1969 he began experimenting with free improvisational music, working in a duo with saxophonist Evan Parker. After adding bassist Barry Guy, the ensemble became the Evan Parker Trio. He and Parker continued to work together into the 2000s; more recent releases include trio releases with Marilyn Crispell in 1996 (Natives and Aliens) and 1999 (After Appleby).
",1,N/A
"A founding member of the London Musicians Collective, Lytton worked extensively on the London free improvisation scene in the 1970s, and aided Paul Lovens in the foundation of the Aachen Musicians' Cooperative in 1976.
",2,N/A
"Lytton has toured North America and Japan both solo and with improvisational ensembles. In 1999, he toured with Ken Vandermark and Kent Kessler, and recorded with Vandermark on English Suites.  Lytton also collaborated with Jeffrey Morgan (alto & tenor saxophone), with whom he recorded the CD ""Terra Incognita"" Live in Cologne, Germany.
",3,N/A
"He played also on White Noise's pioneer electronic pop music album An Electric Storm in 1969.
",4,N/A
"== Discography ==
",5,== Discography ==
"=== As leader ===
",6,== Discography == | === As leader ===
"The Balance of Trade (CIMP, 1996)
",7,== Discography == | === As leader ===
"=== As sideman ===
",8,== Discography == | === As sideman ===
"With Barry Guy/The London Jazz Composers' Orchestra
",9,== Discography == | === As sideman ===
"Ode (Incus, 1972)With Roscoe Mitchell
",10,== Discography == | === As sideman ===
"Composition/Improvisation Nos. 1, 2 & 3 (ECM, 2004)With Evan Parker
",11,== Discography == | === As sideman ===
"50th Birthday Concert (Leo, 1994)
",12,== Discography == | === As sideman ===
"The Redwood Session (CIMP, 1995)
",13,== Discography == | === As sideman ===
"Toward the Margins (ECM, 1996)
",14,== Discography == | === As sideman ===
"Drawn Inward (ECM, 1998)
",15,== Discography == | === As sideman ===
"Memory/Vision (ECM, 2002)
",16,== Discography == | === As sideman ===
"Boustrophedon (ECM, 2004)
",17,== Discography == | === As sideman ===
"The Moment's Energy (ECM, 2007)
",18,== Discography == | === As sideman ===
"== References ==
",19,== References ==
Paul Lytton at Allmusic,20,== References ==
