paragraph,paragraphIndex,section
"Luis Mauricio Redolés Bustos (born 6 June 1953 in Santiago de Chile, Chile) is a Chilean poet, singer-songwriter and musician. His literary and musical work is characterised by irony, satire, humour and use of colloquialisms.
",0,N/A
"== Biography ==
",1,== Biography ==
"Redolés studied Law in the Universidad Católica de Valparaíso in 1972 and in the Universidad de Chile, in 1973. After the Chilean coup of 1973, he was detained and tortured by Naval Secret Police. 22 months later, he was exiled to United Kingdom, where he lived for ten years. During this period, he studied Sociology and wrote Tangos in 1978. In 1985 he returned to Santiago de Chile.
",2,== Biography ==
"On August 31, 2016, Redolés suffered a stroke which left him paralyzed the left half of his body, so he had to learn to walk or play the guitar again.
",3,== Biography ==
"== Work ==
",4,== Work ==
"Poema Homenaje a los caballos muertos en las cien mil batallas más importantes de la historia de los caballos. Poetry, 1980.
",5,== Work ==
"Poemas urgentes, 1982.
",6,== Work ==
"Notas para la contribución a un estudio materialista sobre los hermosos y horripilantes destellos de la (cabrona) tensa calma. Poetry, 1983.
",7,== Work ==
"Chilean Speech/Chilean Espich. Poetry, 1986.
",8,== Work ==
"Tangos, 1987.
",9,== Work ==
"Estar de la poesía o el estilo de mis matemáticas. Poetry, 2000.
",10,== Work ==
"== Discography ==
",11,== Discography ==
"Poemas y canciones, 1985 (reeditado en 2006).
",12,== Discography ==
"Bello barrio, 1987.
",13,== Discography ==
"Química (de la lucha de clases), 1991.
",14,== Discography ==
"¿Quién mató a Gaete?, 1996.
",15,== Discography ==
"Bailables de Cueto Road, 1998.
",16,== Discography ==
"Redolés en Shile (work in progress), 2001.
",17,== Discography ==
"12 Thomas, 2004
",18,== Discography ==
"== References ==
",19,== References ==
"== External links ==
",20,== External links ==
Official Website of Mauricio Redolés,21,== External links ==
