paragraph,paragraphIndex,section
"Chaitra H. G. (born 18 June 1984) is an Indian playback singer who has sung for Kannada, Telugu, Tamil and Malayalam films. She is the daughter of H. S. Gopinath, a tabla player and a renowned Hindustani classical vocalist. She holds a Bachelor of Engineering degree from Dayananda Sagar College of Engineering, Bangalore, alongside being skilled at gymnastics and fencing.
",0,N/A
"== Overview ==
",1,== Overview ==
"In 1993, at the age of eight, Chaitra ventured into the music industry to sing for the film Beda Krishna Ranginata under the music direction of V. Manohar, which marked the beginning of Chaitra's career as a playback singer.
",2,== Overview ==
"She returned to playback singing in the year 2003 for the film Bhagawan and since then has been known for her unconventional voice and her style of singing. Her ""Huduga Huduga"" song from the Kannada language film Amrithadhare won her the state award as the Best playback singer in 2005.
",3,== Overview ==
"Chaitra was a participant in the fourth season of the Kannada television reality show Bigg Boss.
",4,== Overview ==
"== Music ==
",5,== Music ==
"Chaitra has worked with many leading music directors from the Kannada, Tamil, Telugu, and Malayalam music industries with over 900 songs under her name.
",6,== Music ==
"She is also well known for her Hindustani classical concerts and devotional music, with her twin brother Chaitanya H.G. and with their father H. S. Gopinath on percussion.
",7,== Music ==
"== Discography ==
",8,== Discography ==
"== Accolades ==
",9,== Accolades ==
"2005–06: Karnataka State Film Award for Best Female Playback Singer: ""Huduga Huduga"" from Amrithadhare
",10,== Accolades ==
"2006: Udaya Film Award for Best Female Playback Singer: ""Huduga Huduga"" from Amrithadhare
",11,== Accolades ==
"2007: Special Mention Award for Young Achievers by Rotary Bangalore Midtown & Brigade Group
",12,== Accolades ==
"2012: Udaya TV Kutumba Award for Best Singer: ""Jokali""
",13,== Accolades ==
"== References ==
",14,== References ==
"== External links ==
",15,== External links ==
"Official website
",16,== External links ==
Chaitra H.G. at IMDb,17,== External links ==
