paragraph,paragraphIndex,section
"George Braith (born George Timothy Braithwaite on June 26, 1939) is a soul-jazz saxophonist from New York.
",0,N/A
"== Career ==
",1,== Career ==
"Braith is known for playing multiple horns at once, a technique pioneered by Roland Kirk. Braith is credited with the invention of the Braithophone, two different horns (straight alto and soprano) mended together by extensions, valves and connections.
",2,== Career ==
"Braith is featured in a mosaic in the 72nd street station of the Second Avenue Subway in the New York City Subway system. Of Braith's album Musart Thom Jurek at AllMusic wrote, ""Musart is his masterpiece; it is one of the most diverse yet refined albums to come out of the '60s, and has few peers even today.""
",3,== Career ==
"== Discography ==
",4,== Discography ==
"=== As leader ===
",5,== Discography == | === As leader ===
"Soul Stream (Blue Note, 1963)
",6,== Discography == | === As leader ===
"Two Souls in One (Blue Note, 1963)
",7,== Discography == | === As leader ===
"Laughing Soul (Prestige, 1966)
",8,== Discography == | === As leader ===
"Extension (Blue Note, 1967)
",9,== Discography == | === As leader ===
"Musart (Prestige, 1967)
",10,== Discography == | === As leader ===
"Double Your Pleasure (Bellaphon, 1992)
",11,== Discography == | === As leader ===
"The Complete Blue Note Sessions (2001)
",12,== Discography == | === As leader ===
"Barcelona Blues (Excellence, 2006)
",13,== Discography == | === As leader ===
"Boptronics (Excellence, 2006)
",14,== Discography == | === As leader ===
"George Braith & Friends (Excellence, 2006)
",15,== Discography == | === As leader ===
"Bip Bop Bam (Excellence, 2006)
",16,== Discography == | === As leader ===
"Bop Rock Blues (Excellence, 2007)
",17,== Discography == | === As leader ===
"=== As sideman ===
",18,== Discography == | === As sideman ===
"With John Patton
",19,== Discography == | === As sideman ===
"Blue John (Blue Note, 1963)
",20,== Discography == | === As sideman ===
"Eagle Eye Blues (Excellence, 2001)
",21,== Discography == | === As sideman ===
"== References ==
",22,== References ==
"== External links ==
",23,== External links ==
"Official site
",24,== External links ==
"""George Braith: The Man Who Also Cried Fire"" Kelsey, C. JazzTimes, March 2004.",25,== External links ==
