paragraph,paragraphIndex,section
"LaVerne Butler is an American jazz singer.
",0,N/A
"Butler was born in Shreveport, Louisiana, the daughter of saxophonist Scott Butler, and was exposed to jazz and rhythm and blues music. She attended the University of New Orleans. She worked in local clubs as a singer, including with New Orleans jazz veterans Ellis Marsalis and Alvin Batiste. She moved to New York City and worked as an English teacher while singing in clubs. She studied with another jazz veteran, singer Jon Hendricks. In the 1990s she recorded two albums for Chesky Records.
",1,N/A
"== Critical reception ==
",2,== Critical reception ==
"She released two albums on Chesky Records to critical approval from 1992–1994.
",3,== Critical reception ==
"== Discography ==
",4,== Discography ==
"No Looking Back (Chesky, 1992)
",5,== Discography ==
"Day Dreamin'  (Chesky, 1994)
",6,== Discography ==
"Blues in the City (Maxjazz, 1999)
",7,== Discography ==
"A Foolish Thing to Do (Maxjazz, 2001)
",8,== Discography ==
"Love Lost and Found Again (HighNote, 2012)
",9,== Discography ==
== References ==,10,== References ==
