paragraph,paragraphIndex,section
"Bob Schneider is a Canadian singer-lyricist, best known for his children's music. He is best known as the lead singer of Bob Schneider and the Rainbow Kids. Schenider was a nominee for the Juno Award for Children's Album of the Year in 1992 for Listen to the Children. The following year, he won this Juno Award for When You Dream a Dream.
",0,N/A
"== Discography ==
",1,== Discography ==
"Listen to the Children (1980)
",2,== Discography ==
"When You Dream a Dream (1982)
",3,== Discography ==
"Playing Baseball
",4,== Discography ==
"Just Friends
",5,== Discography ==
"In a Child's Heart
",6,== Discography ==
"Country Kiddie Boogie
",7,== Discography ==
"== References ==
",8,== References ==
"== External links ==
",9,== External links ==
"Bobally Records
",10,== External links ==
"Bunce, Alan (8 February 1989). ""A Pied Piper Who `Makes Something Happen'. Bob Schneider's message of tolerance and self-confidence leaps all kinds of barriers"". The Christian Science Monitor. Retrieved 18 February 2019.",11,== External links ==
