paragraph,paragraphIndex,section
"Gerald Cleaver (born May 4, 1963) is a jazz drummer from Detroit, Michigan.
",0,N/A
"== Early life ==
",1,== Early life ==
"Cleaver's father is drummer John Cleaver Jr., originally from Springfield, Ohio, and his mother was from Greenwood, Mississippi. Gerald had six older siblings.
",2,== Early life ==
"== Career ==
",3,== Career ==
"Cleaver joined the jazz faculty at the University of Michigan in 1995. He has performed or recorded with Joe Morris, Mat Maneri, Roscoe Mitchell, Miroslav Vitouš, Michael Formanek, Tomasz Stańko, Franck Amsallem and others. Under the name Veil of Names, Cleaver released an album called Adjust on the  Fresh Sound New Talent label in 2001. It featured Maneri, Ben Monder, Andrew Bishop, Craig Taborn and Reid Anderson and was a Best Debut Recording Nominee by the Jazz Journalists Association.
",4,== Career ==
"Cleaver currently leads the groups Uncle June, Black Host, Violet Hour and NiMbNl as well as working as a sideman with many different artists.
",5,== Career ==
"== Discography ==
",6,== Discography ==
"An asterisk (*) indicates that the year is that of release.
",7,== Discography ==
"=== As leader/co-leader ===
",8,== Discography == | === As leader/co-leader ===
"=== As sideman ===
",9,== Discography == | === As sideman ===
"With Lotte Anker
",10,== Discography == | === As sideman ===
"Triptych (Leo, 2005)
",11,== Discography == | === As sideman ===
"Live at the Loft (ILK, 2009)
",12,== Discography == | === As sideman ===
"Floating Islands (ILK, 2009)With Samuel Blaser
",13,== Discography == | === As sideman ===
"7th Heaven (Between the Lines, 2008)
",14,== Discography == | === As sideman ===
"Boundless (Hatology, 2011) with Marc Ducret
",15,== Discography == | === As sideman ===
"As the Sea (Hatology, 2012) with Marc Ducret
",16,== Discography == | === As sideman ===
"Spring Rain (Whirlwind, 2015)With Ellery Eskelin
",17,== Discography == | === As sideman ===
"Trio Willisau Live (HatOLOGY 2016)
",18,== Discography == | === As sideman ===
"Trio New York II (Prime source 2013)
",19,== Discography == | === As sideman ===
"Trio New York (Prime source 2011)With Chris Lightcap
",20,== Discography == | === As sideman ===
"Lay-up (Fresh Sound, 2000)
",21,== Discography == | === As sideman ===
"Bigmouth(Fresh Sound, 2003)
",22,== Discography == | === As sideman ===
"Deluxe (Clean Feed, 2010)
",23,== Discography == | === As sideman ===
"Epicenter (Clean Feed, 2015)
",24,== Discography == | === As sideman ===
"SuperBigmouth (Pyroclastic, 2019)With Roscoe Mitchell
",25,== Discography == | === As sideman ===
"The Day and the Night  (Dizim, 1997)
",26,== Discography == | === As sideman ===
"Nine to Get Ready (ECM, 1999)
",27,== Discography == | === As sideman ===
"Song for My Sister (Pi, 2002)With Joe Morris
",28,== Discography == | === As sideman ===
"Underthru (OmniTone, 1999)
",29,== Discography == | === As sideman ===
"At the Old Office (Knitting Factory, 2000)
",30,== Discography == | === As sideman ===
"Altitude (AUM Fidelity, 2012)
",31,== Discography == | === As sideman ===
"Balance (Clean Feed, 2014)With Ivo Perelman
",32,== Discography == | === As sideman ===
"Family Ties (Leo, 2012) with Joe Morris
",33,== Discography == | === As sideman ===
"The Living Jelly (Leo, 2012) with Joe Morris
",34,== Discography == | === As sideman ===
"The Foreign Legion (Leo, 2012) with Matthew Shipp
",35,== Discography == | === As sideman ===
"Enigma (Leo, 2013) with Matthew Shipp and Whit Dickey
",36,== Discography == | === As sideman ===
"Serendipity (Leo, 2013) with Matthew Shipp and William Parker
",37,== Discography == | === As sideman ===
"The Art of The Improv Trio Volume 1 (Leo, 2016) with Karl Berger
",38,== Discography == | === As sideman ===
"The Art of The Improv Trio Volume 3 (Leo, 2016) with Matthew Shipp
",39,== Discography == | === As sideman ===
"The Art of The Improv Trio Volume 4 (Leo, 2016) with William Parker
",40,== Discography == | === As sideman ===
"The Art of The Improv Trio Volume 5 (Leo, 2016) with Joe Morris
",41,== Discography == | === As sideman ===
"The Art of The Improv Trio Volume 6 (Leo, 2016) with Joe Morris
",42,== Discography == | === As sideman ===
"Breaking Point (Leo, 2016) with Mat Maneri and Joe Morris
",43,== Discography == | === As sideman ===
"Octagon (Leo, 2017) with Brandon Lopez and Nate WooleyWith Matthew Shipp
",44,== Discography == | === As sideman ===
"Pastoral Composure (Thirsty Ear, 2000)
",45,== Discography == | === As sideman ===
"New Orbit (Thirsty Ear, 2001)
",46,== Discography == | === As sideman ===
"The Blue Series Continuum – Sorcerer Sessions (Thirsty Ear, 2003)
",47,== Discography == | === As sideman ===
"Equilibrium (Thirsty Ear, 2003)
",48,== Discography == | === As sideman ===
"Harmony and Abyss (Thirsty Ear, 2004)
",49,== Discography == | === As sideman ===
"Our Lady of the Flowers (RogueArt, 2015)With Miroslav Vitous
",50,== Discography == | === As sideman ===
"Universal Syncopations II (ECM, 2007)
",51,== Discography == | === As sideman ===
"Remembering Weather Report (ECM, 2009)
",52,== Discography == | === As sideman ===
"Music of Weather Report (ECM, 2016)With others
",53,== Discography == | === As sideman ===
"Andrew Bishop, Time & Imaginary Time (Envoi, 2006)
",54,== Discography == | === As sideman ===
"Rob Brown, Crown Trunk Root Funk (AUM Fidelity, 2008)
",55,== Discography == | === As sideman ===
"Rob Brown, Unexplained Phenomena (Marge, 2011)
",56,== Discography == | === As sideman ===
"Taylor Ho Bynum, Book of Three (RogueArt, 2010)
",57,== Discography == | === As sideman ===
"Taylor Ho Bynum, Book of Three – Continuum (Relative Pitch, 2013)
",58,== Discography == | === As sideman ===
"Benoit Delbecq, Spots on Stripes (Clean Feed, 2018)
",59,== Discography == | === As sideman ===
"Yelena Eckemoff, In the Shadow of a Cloud (L&H, 2017)
",60,== Discography == | === As sideman ===
"Liberty Ellman, Ophiuchus Butterfly (Pi, 2006)
",61,== Discography == | === As sideman ===
"Michael Formanek,  The Rub and Spare Change (ECM, 2010) with Tim Berne & Craig Taborn
",62,== Discography == | === As sideman ===
"Michael Formanek, Small Places (ECM, 2012) with Tim Berne & Craig Taborn
",63,== Discography == | === As sideman ===
"Charles Gayle, Precious Soul (FMP, 2001)
",64,== Discography == | === As sideman ===
"Charles Gayle, Shout! (Clean Feed, 2005)
",65,== Discography == | === As sideman ===
"Daniel Guggenheim, Traces of... (Laika, 2005)
",66,== Discography == | === As sideman ===
"Frank London, Hazonos (Tzadik, 2005)
",67,== Discography == | === As sideman ===
"Mat Maneri, Blue Decco (Thirsty Ear, 2000)
",68,== Discography == | === As sideman ===
"Mat Maneri, Sustain (Thirsty Ear, 2002) with Joe McPhee
",69,== Discography == | === As sideman ===
"Jemeel Moondoc, Live at the Vision Festival (Ayler, 2003)
",70,== Discography == | === As sideman ===
"Angelika Niescier, New York Trio (Intakt, 2019)
",71,== Discography == | === As sideman ===
"Fredrik Nordstrom, Gentle Fire, Restless Dreams (Moserobie, 2016)
",72,== Discography == | === As sideman ===
"Eivind Opsvik, Overseas (Fresh Sound, 2002)
",73,== Discography == | === As sideman ===
"William Parker, Double Sunrise Over Neptune (AUM Fidelity, 2007)
",74,== Discography == | === As sideman ===
"William  Parker, Uncle Joe's Spirit House (Centering, 2010)
",75,== Discography == | === As sideman ===
"Mario Pavone, Orange (Playscape, 2003)
",76,== Discography == | === As sideman ===
"Mario Pavone, Ancestors (Playscape, 2008)
",77,== Discography == | === As sideman ===
"Jeremy Pelt, November (MAXJAZZ, 2008)
",78,== Discography == | === As sideman ===
"Jeremy Pelt, Men of Honor (HighNote, 2010)
",79,== Discography == | === As sideman ===
"Jeremy Pelt, The Talented Mr. Pelt (HighNote, 2011)
",80,== Discography == | === As sideman ===
"Jeremy Pelt, Soul (HighNote, 2012)
",81,== Discography == | === As sideman ===
"Eric Revis, Crowded Solitudes (Clean Feed, 2016)
",82,== Discography == | === As sideman ===
"Wadada Leo Smith, Lake Biwa (Tzadik, 2004)
",83,== Discography == | === As sideman ===
"Tomasz Stanko, Wislawa (ECM, 2013)
",84,== Discography == | === As sideman ===
"Tomasz Stanko, December Avenue (ECM, 2017)
",85,== Discography == | === As sideman ===
"Steve Swell, Soul Travelers (Roguert, 2016)
",86,== Discography == | === As sideman ===
"Adam Rogers and Dave Binney, R&B (Criss Cross, 2015)
",87,== Discography == | === As sideman ===
"Craig Taborn, Light Made Lighter (Thirsty Ear, 2001)
",88,== Discography == | === As sideman ===
"Craig Taborn, Chants (ECM, 2013)
",89,== Discography == | === As sideman ===
"Gebhard Ullmann, Hat and Shoes (Between the Lines, 2015)
",90,== Discography == | === As sideman ===
"Rodney Whitaker, Hidden Kingdom (DIW, 1997)
",91,== Discography == | === As sideman ===
== References ==,92,== References ==
