paragraph,paragraphIndex,section
"Theodore Marcus Edwards (April 26, 1924 – April 20, 2003) was an American jazz tenor saxophonist.
",0,N/A
"== Biography ==
",1,== Biography ==
"Edwards was born in Jackson, Mississippi, United States. He learned to play at a very early age, first on alto saxophone and then clarinet.
",2,== Biography ==
"His uncle sent for him to come to Detroit to live because he felt opportunities were better. Due to illness in the family, he went back to Jackson and ventured to Alexandria, Louisiana. He was persuaded by Ernie Fields to join his band after going to Tampa, Florida. Edwards had planned to go to New York City, but Fields convinced him he could get there by way of Washington, D.C., if he worked with his band. Edwards ended up at the ""Club Alabam"" on Central Avenue in Los Angeles, which later became his city of residence.
",3,== Biography ==
"Edwards played with many jazz musicians, including his personal friend Charlie Parker, Roy Milton, Wynonie Harris, Vince Guaraldi, Joe Castro and Ernie Andrews. A 1947 recording with Dexter Gordon, The Duel, was an early challenge to another saxophonist an approach he maintained whenever possible, including a recording with Houston Person. One such duel took place in the 1980s at London's 100 Club with British tenor Dick Morrissey. In 1964, Edwards played with Benny Goodman at Disneyland, and at the 1964 New York World's Fair. Edwards performed and recorded with Tom Waits. He toured with him on the Heart Attack and Vine tour, and played to a packed Victoria Apollo in London with Waits and a bassist (the drummer had apparently been left behind after some dispute). The 1991 album, Mississippi Lad, featured two tracks with Waits, and Waits covers the Edwards-written ballad ""Little Man"" on his Orphans: Brawlers, Bawlers & Bastards collection.
",4,== Biography ==
"He died in Los Angeles of prostate cancer, with which he had been diagnosed in 1994, at the age of 78.
",5,== Biography ==
"== Discography ==
",6,== Discography ==
"=== As leader/co-leader ===
",7,== Discography == | === As leader/co-leader ===
"1947 The Foremost! – with Dexter Gordon (Onyx #201; shared various artists LP with Leo Parker and Wardell Gray)
",8,== Discography == | === As leader/co-leader ===
"1948 Central Avenue Breakdown, Vol. 1 (Onyx #212; shared various artists LP with Vivien Garry/Arv Garrison and Dodo Marmarosa)
",9,== Discography == | === As leader/co-leader ===
"1949 Central Avenue Breakdown, Vol. 2 (Onyx #215; shared various artists LP with Barney Kessel and Slim Gaillard)
",10,== Discography == | === As leader/co-leader ===
