paragraph,paragraphIndex,section
"Deborah Ruth Lurie (born March 9, 1974) is an American composer, arranger, and music producer. Her work has appeared in films such as Dear John, An Unfinished Life, Safe Haven, and 9. She has also been a string arranger for rock and pop performers such as Katy Perry, Kelly Clarkson, and The All-American Rejects. In 2015, she received the ASCAP Shirley Walker Award to honor her achievements contributing to the diversity of film and television music. She was one of the composers interviewed in Score: A Film Music Documentary. The Academy of Motion Picture Arts and Sciences extended membership to her in 2016 for her contributions to motion pictures.
",0,N/A
"== Filmography ==
",1,== Filmography ==
"=== Composer ===
",2,== Filmography == | === Composer ===
"=== Arranger/Producer ===
",3,== Filmography == | === Arranger/Producer ===
"The SpongeBob Movie: Sponge Out of Water (song arranger)
",4,== Filmography == | === Arranger/Producer ===
"Annie (additional arranger)
",5,== Filmography == | === Arranger/Producer ===
"Mystic Manor (arranger, music by Danny Elfman)
",6,== Filmography == | === Arranger/Producer ===
"Much Ado About Nothing (arranger/producer, score by Joss Whedon)
",7,== Filmography == | === Arranger/Producer ===
"Fame (song arranger)
",8,== Filmography == | === Arranger/Producer ===
"Bad Santa (song arranger)
",9,== Filmography == | === Arranger/Producer ===
"Charlie's Angels: Full Throttle (song arranger)
",10,== Filmography == | === Arranger/Producer ===
"=== Orchestrations ===
",11,== Filmography == | === Orchestrations ===
"Men in Black 3 (score by Danny Elfman)
",12,== Filmography == | === Orchestrations ===
"The X-Files: I Want to Believe (score by Mark Snow)
",13,== Filmography == | === Orchestrations ===
"The Curse of El Charro (score by Rich Ragsdale)
",14,== Filmography == | === Orchestrations ===
"X2 (score by John Ottman)
",15,== Filmography == | === Orchestrations ===
"Urban Legends: Final Cut (score by John Ottman)
",16,== Filmography == | === Orchestrations ===
"Crazy in Alabama (score by Mark Snow)
",17,== Filmography == | === Orchestrations ===
"Halloween H20: 20 Years Later (score by John Ottman)
",18,== Filmography == | === Orchestrations ===
"The X-Files (score by Mark Snow)
",19,== Filmography == | === Orchestrations ===
"Dexter's Laboratory (add. orch., score by Thomas Chase and Steve Rucker)
",20,== Filmography == | === Orchestrations ===
"The Day Lincoln Was Shot (score by Mark Snow)
",21,== Filmography == | === Orchestrations ===
"Barney's Great Adventure (add. orch., score by Van Dyke Parks)
",22,== Filmography == | === Orchestrations ===
"== String Arranger ==
",23,== String Arranger ==
"2002
",24,== String Arranger ==
"Gabriel Mann, Tug of War
",25,== String Arranger ==
"The Buzzhorn, Disconnected2003
",26,== String Arranger ==
"Hoobastank, The Reason
",27,== String Arranger ==
"Adema, Unstable
",28,== String Arranger ==
"Cold, Year of the Spider2005
",29,== String Arranger ==
"The All-American Rejects, Move Along
",30,== String Arranger ==
"Vendetta Red, Sisters of the Red Death2006
",31,== String Arranger ==
"Daughtry, Daughtry
",32,== String Arranger ==
"Hoobastank, Every Man for Himself
",33,== String Arranger ==
"Hoobastank, DVD - Live at La Cigale
",34,== String Arranger ==
"Papa Roach, The Paramour Sessions
",35,== String Arranger ==
"Caleb Kane, Go Mad
",36,== String Arranger ==
"Three Days Grace, One-X
",37,== String Arranger ==
"Peter Bradley Adams, Gather Up2008
",38,== String Arranger ==
"Paul Freeman, You and I
",39,== String Arranger ==
"The All-American Rejects, When the World Comes Down
",40,== String Arranger ==
"Third Day, Revelation
",41,== String Arranger ==
"Theory of a Deadman, Scars & Souvenirs2009
",42,== String Arranger ==
"Adam Lambert, For Your Entertainment
",43,== String Arranger ==
"All American Rejects, Soundtrack 90210
",44,== String Arranger ==
"Allison Iraheta, Just Like You
",45,== String Arranger ==
"Kelly Clarkson, All I Ever Wanted
",46,== String Arranger ==
"Daughtry, Leave This Town
",47,== String Arranger ==
"Creed, Full Circle
",48,== String Arranger ==
"The Red Jumpsuit Apparatus, Lonely Road
",49,== String Arranger ==
"Katy Perry,Thinking of You live on Ellen and MTV Unplugged
",50,== String Arranger ==
"Halestorm, Halestorm2010
",51,== String Arranger ==
"Bon Jovi, ""What Do You Got?""
",52,== String Arranger ==
"Hawthorne Heights, Skeletons2011
",53,== String Arranger ==
"3 Doors Down, Time of My Life
",54,== String Arranger ==
"Theory of a Deadman, The Truth Is...
",55,== String Arranger ==
"Kelly Clarkson, Stronger
",56,== String Arranger ==
"Christina Perri, The Twilight Saga: Breaking Dawn Soundtrack2013
",57,== String Arranger ==
"Brandi Carlile, Safe Haven Original Motion Picture Soundtrack2014
",58,== String Arranger ==
"Theory of a Deadman, Savages2015
",59,== String Arranger ==
"Theory of a Deadman2016
",60,== String Arranger ==
"Simple Plan, Taking One for the Team
",61,== String Arranger ==
"== References ==
",62,== References ==
"== External links ==
",63,== External links ==
"Official website
",64,== External links ==
Deborah Lurie at IMDb,65,== External links ==
