paragraph,paragraphIndex,section
"Yoon Park (born November 18, 1987) is a South Korean actor.
",0,N/A
"== Career ==
",1,== Career ==
"Yoon began his entertainment career as a drummer for the band Can't Play Well (Korean: 못 노는 애들), which won the Bronze Prize at the 34th MBC Campus Song Festival in 2010. When his contract with agency S.M. Entertainment expired, he joined JYP Entertainment in 2013. Yoon had starring roles in the television dramas What Happens to My Family? (2014) and Flower of Queen (2015).
",2,== Career ==
"In June 2021, Yoon signed with new agency H& Entertainment.
",3,== Career ==
"== Filmography ==
",4,== Filmography ==
"=== Film ===
",5,== Filmography == | === Film ===
"=== Television series ===
",6,== Filmography == | === Television series ===
"=== Television show ===
",7,== Filmography == | === Television show ===
"=== Music video ===
",8,== Filmography == | === Music video ===
"== Theater ==
",9,== Theater ==
"== Awards and nominations ==
",10,== Awards and nominations ==
"== References ==
",11,== References ==
"== External links ==
",12,== External links ==
Yoon Park at HanCinema,13,== External links ==
