paragraph,paragraphIndex,section
"Jay Hoggard (born September 24, 1954) is an American jazz vibraphonist.
",0,N/A
"== Biography ==
",1,== Biography ==
"Jay Hoggard was raised in a religious family. He was born in Washington, D.C., but grew up in Mount Vernon, New York. His mother taught him how to play piano at a young age. At the age of 15, he started to play the vibraphone. Hoggard played piano and saxophone before turning to vibraphone. He worked with Anthony Davis and Leo Smith in the early 1970s in New England. After moving to New York City in 1977, he worked again with Davis and with Chico Freeman, Sam Rivers, Cecil Taylor, James Newton, and Kenny Burrell. He has worked with vibraphonists such as Lionel Hampton, Milt Jackson, Tito Puente and Bobby Hutcherson.
",2,== Biography ==
"Hoggard has played in venues in Africa, South America, Europe, Asia and the Caribbean. In the United States, he has performed at the Kennedy Center in Washington D.C., the Lincoln Center in New York City, and the Schomburg Center for Research in Black Culture in New York City. He has performed at jazz festivals such in St. Lucia, Montreux, Mount Fuji, Pori, and Hartford, Connecticut. He has appeared on television on CBS Sunday Morning and BET Jazz.
",3,== Biography ==
"== Discography ==
",4,== Discography ==
"=== As leader ===
",5,== Discography == | === As leader ===
"Solo Vibraphone (India Navigation, 1979)
",6,== Discography == | === As leader ===
"Days Like These (Arista GRP, 1979)
",7,== Discography == | === As leader ===
"Rain Forest (Contemporary, 1981)
",8,== Discography == | === As leader ===
"Under the Double Moon with Anthony Davis (MPS, 1981)
",9,== Discography == | === As leader ===
"Mystic Winds, Tropic Breezes (India Navigation, 1982)
",10,== Discography == | === As leader ===
"Riverside Dance (India Navigation, 1985)
",11,== Discography == | === As leader ===
"Overview (Muse, 1989)
",12,== Discography == | === As leader ===
"The Little Tiger (Muse, 1991)
",13,== Discography == | === As leader ===
"The Fountain (Muse, 1992)
",14,== Discography == | === As leader ===
"In the Spirit (Muse, 1993)
",15,== Discography == | === As leader ===
"Love Is the Answer (Muse, 1994)
",16,== Discography == | === As leader ===
"A Night in Greenwich Village (Muse, 1996)
",17,== Discography == | === As leader ===
"Soular Power (JHVM, 2008)
",18,== Discography == | === As leader ===
"=== As sideman ===
",19,== Discography == | === As sideman ===
"With Angelo Badalamenti
",20,== Discography == | === As sideman ===
"Twin Peaks: Fire Walk with Me (Warner Bros., 1992)
",21,== Discography == | === As sideman ===
"Twin Peaks: Season Two Music and More (David Lynch 2007)With Taylor Ho Bynum
",22,== Discography == | === As sideman ===
"Other Stories (Three Suites) (482 Music, 2005)
",23,== Discography == | === As sideman ===
"Enter the Plustet (Firehouse 12 2016)With Anthony Davis
",24,== Discography == | === As sideman ===
"Song for the Old World (India Navigation, 1978)
",25,== Discography == | === As sideman ===
"Episteme (Gramavision, 1981)With Chico Freeman
",26,== Discography == | === As sideman ===
"Kings of Mali (India Navigation, 1978)
",27,== Discography == | === As sideman ===
"No Time Left (Black Saint, 1979)
",28,== Discography == | === As sideman ===
"Peaceful Heart, Gentle Spirit (Contemporary, 1980)
",29,== Discography == | === As sideman ===
"The Search (India Navigation, 1983)
",30,== Discography == | === As sideman ===
"Tangents (Elektra Musician, 1984)
",31,== Discography == | === As sideman ===
"Spirit Sensitive (India Navigation, 1988)With James Newton
",32,== Discography == | === As sideman ===
"James Newton (Gramavision, 1983)
",33,== Discography == | === As sideman ===
"Luella (Gramavision, 1984)
",34,== Discography == | === As sideman ===
"The African Flower (Blue Note, 1985)
",35,== Discography == | === As sideman ===
"Romance and Revolution (Blue Note, 1987)With others
",36,== Discography == | === As sideman ===
"Anthony Braxton, 4 (Ensemble) Compositions (Black Saint, 1993)
",37,== Discography == | === As sideman ===
"Kenny Burrell, Guiding Spirit (Contemporary, 1990)
",38,== Discography == | === As sideman ===
"Color Me Badd, Time and Chance (Giant, 1993)
",39,== Discography == | === As sideman ===
"Will Downing, Come Together As One (Island, 1989)
",40,== Discography == | === As sideman ===
"Roberta Flack, Bustin' Loose (MCA, 1981)
",41,== Discography == | === As sideman ===
"Jerome Harris, In Passing (Muse, 1990)
",42,== Discography == | === As sideman ===
"Gerry Hemingway, Kwambe (Auricle, 1978)
",43,== Discography == | === As sideman ===
"Terumasa Hino, Spark (Somethin' Else, 1994)
",44,== Discography == | === As sideman ===
"Michael Gregory Jackson, Gifts (Arista Novus, 1979)
",45,== Discography == | === As sideman ===
"Oliver Lake, Talkin' Stick (Passin' Thru, 2000)
",46,== Discography == | === As sideman ===
"Candi Staton, Candi Staton (Warner Bros., 1980)
",47,== Discography == | === As sideman ===
"Clifford Thornton, Communications Network (Third World 1972)
",48,== Discography == | === As sideman ===
== References ==,49,== References ==
