paragraph,paragraphIndex,section
"Brian Hill is an actor, director and writer living in New York City.  He is best known for writing the book for Disney's Bedknobs and Broomsticks and the Broadway musical The Story of My Life with composer/lyricist Neil Bartram. For his work on that show he was nominated for a Drama Desk Award for outstanding book of a musical.
",0,N/A
"He served as associate director of Disney's The Little Mermaid on Broadway.  He has also served in this position for the Toronto and Broadway productions of Disney's The Lion King and all three major Canadian companies of Forever Plaid.   He originated the role of Frankie, a role which garnered him a Dora Award for outstanding actor, in the original Canadian cast of Forever Plaid and has played Raoul in The Phantom of the Opera and Joe in Sunset Boulevard. He also spent three seasons with the prestigious Shaw Festival.
",1,N/A
"== Works ==
",2,== Works ==
"The Story of My Life with composer/lyricist Neil Bartram - directed by Richard Maltby Jr. - nominated for four Drama Desk Awards for outstanding musical, music, lyrics and book of a musical. - licensed through Music Theatre International
",3,== Works ==
"The Adventures of Pinocchio with composer/lyricist Neil Bartram - licensed through the Concord Theatricals
",4,== Works ==
"Something Wicked This Way Comes with composer/lyricist Neil Bartram
",5,== Works ==
"The Theory of Relativity with composer/lyricist Neil Bartram - commissioned by Sheridan College - written specifically for college age students - Goodspeed Musicals - directed by Brian Hill - licensed through Music Theatre International
",6,== Works ==
"Spin with composer/lyricist Neil Bartram - Signature Theatre - directed by Eric Schaeffer
",7,== Works ==
"Brigadoon - revised book - Goodman Theatre - directed by Rachel Rockwell
",8,== Works ==
"October Sky - revised book - Old Globe Theatre - directed by Rachel Rockwell
",9,== Works ==
"You Are Here with composer/lyricist Neil Bartram - Thousand Islands Playhouse, Goodspeed Musicals, Southwark Playhouse
",10,== Works ==
"Senza Luce with composer/lyricist Neil Bartram - Goodspeed Musicals, Sheridan College
",11,== Works ==
"Bedknobs and Broomsticks with composer/lyricist Neil Bartram
",12,== Works ==
== References ==,13,== References ==
