paragraph,paragraphIndex,section
"Makiko Kinoshita (木下 牧子, Kinoshita Makiko, born 1956) is a Japanese composer. She was born in Tokyo, and studied composition at Tokyo University of the Arts.
",0,N/A
"== Honors and awards ==
",1,== Honors and awards ==
"First prize, Music Competition of Japan
",2,== Honors and awards ==
"Outstanding Composition Award, Japan Symphony Foundation
",3,== Honors and awards ==
"Mitsubishi Trust Art and Cultural Foundation award (2003)
",4,== Honors and awards ==
"== Works ==
",5,== Works ==
"Kinoshita is known in Japan for choral music, but writes for orchestra and chamber ensemble, and instruments, as well. Selected works include:
",6,== Works ==
"Koten for orchestra
",7,== Works ==
"Fantasy, for orchestra
",8,== Works ==
"Aura, for Orchestra
",9,== Works ==
"Alice's Adventures in Wonderland (Opera)
",10,== Works ==
"Abyss of Night (for orchestra)
",11,== Works ==
"Sinfonietta (for Strings)
",12,== Works ==
"Gothic (for wind band)
",13,== Works ==
"Rain (for mandolin orchestra)
",14,== Works ==
"Percussion Concerto  (for Percussion solo & percussion ensemble)
",15,== Works ==
"The Trembling Moon (for Percussion ensemble)
",16,== Works ==
"Twisting Landscapes (for Clarinet, Violin and Piano)
",17,== Works ==
"A Circuit of Dreams (for Piano)
",18,== Works ==
"Jashumon-Hikyoku (for mixed voices and orchestra)
",19,== Works ==
"Blue (for female voices and percussion)
",20,== Works ==
"Nirvana (vocal & piano)
",21,== Works ==
"Circuit of Dream (piano suite)Her music has been recorded and issued on CD, including:
",22,== Works ==
"The Trembling Moon, (chamber music / ALM Records)
",23,== Works ==
"Jashumon-Hikyoku (chorus and orchestra / Fontec)
",24,== Works ==
"Blessing (chorus without accompaniment / Japan Traditional Cultures Foundation)
",25,== Works ==
"Tsuyoshi Mihara Sings Makiko Kinoshita (lied album / Fontec)
",26,== Works ==
"== References ==
",27,== References ==
"== External links ==
",28,== External links ==
Official website,29,== External links ==
