paragraph,paragraphIndex,section
"Matt Valerio, better known by his stage name Bomarr (formerly The Bomarr Monk), is an alternative hip hop producer based in San Francisco, California. He is a member of Restiform Bodies along with Passage and Telephone Jim Jesus.
",0,N/A
"== History ==
",1,== History ==
"Bomarr released the album Moods & Symptoms with Passage in 2000. Throughout the production of the album, They formed Restiform Bodies with Telephone Jim Jesus in New London, New Hampshire. Bomarr sent the demo to Anticon and the trio moved to San Francisco in 2001. Remixes Vol. 1 was released in 2011. It is a compilation of the remixes Bomarr has done for Tunng, Sister Crayon, Pedestrian among others between 2005 and 2010.
",2,== History ==
"== Discography ==
",3,== Discography ==
"=== Solo ===
",4,== Discography == | === Solo ===
"Beats Being Broke (2002)
",5,== Discography == | === Solo ===
"Surface Sincerity (2003)
",6,== Discography == | === Solo ===
"Fetal Antiseptic Drama Party (2003)
",7,== Discography == | === Solo ===
"Surface Sincerity Soundtrack (2004)
",8,== Discography == | === Solo ===
"Freedom from Frightened Air (2007)
",9,== Discography == | === Solo ===
"Scraps (2007)
",10,== Discography == | === Solo ===
"iPhone Beats (2008)
",11,== Discography == | === Solo ===
"Remixes Vol. 1 (2011)
",12,== Discography == | === Solo ===
"Apparitions (2014)
",13,== Discography == | === Solo ===
"Ready For My Ride (2015)
",14,== Discography == | === Solo ===
"Steamroller (2015)
",15,== Discography == | === Solo ===
"=== Passage & The Bomarr Monk ===
",16,== Discography == | === Passage & The Bomarr Monk ===
"Moods & Symptoms (2000)
",17,== Discography == | === Passage & The Bomarr Monk ===
"=== Telephone Jim Jesus & The Bomarr Monk ===
",18,== Discography == | === Telephone Jim Jesus & The Bomarr Monk ===
"Live at the Chapel of the Chimes (2006)
",19,== Discography == | === Telephone Jim Jesus & The Bomarr Monk ===
"=== Restiform Bodies ===
",20,== Discography == | === Restiform Bodies ===
"Restiform Bodies (2001)
",21,== Discography == | === Restiform Bodies ===
"TV Loves You Back (2008)
",22,== Discography == | === Restiform Bodies ===
"== References ==
",23,== References ==
"== External links ==
",24,== External links ==
"Official website
",25,== External links ==
Discography,26,== External links ==
