paragraph,paragraphIndex,section
"Donald Ray Brown (born March 28, 1954) is an American jazz pianist and producer. Brown was born in Hernando, Mississippi and raised in Memphis, Tennessee, where he learned to play trumpet and drums in his youth. From 1972 to 1975, he was a student at Memphis State University, by which time he had made piano his primary instrument. He was with Art Blakey's Jazz Messengers from 1981 to 1982, then took teaching positions at Berklee College of Music from 1983 to 1985 and the University of Tennessee from 1988. Brown has recorded for Evidence, Muse, and Sunnyside.
",0,N/A
"== Discography ==
",1,== Discography ==
"=== As leader/co-leader ===
",2,== Discography == | === As leader/co-leader ===
"=== As sideman ===
",3,== Discography == | === As sideman ===
"With Art Blakey
",4,== Discography == | === As sideman ===
"Killer Joe with George Kawaguchi (Union Jazz, 1981)
",5,== Discography == | === As sideman ===
"Keystone 3 (Concord Jazz, 1982)
",6,== Discography == | === As sideman ===
"Feeling Good (Delos, 1986)With Donald Byrd
",7,== Discography == | === As sideman ===
"Getting Down to Business (Landmark, 1989)
",8,== Discography == | === As sideman ===
"A City Called Heaven (Landmark, 1991)With Ricky Ford
",9,== Discography == | === As sideman ===
"Tenor Madness Too! (Muse, 1992)With Wallace Roney
",10,== Discography == | === As sideman ===
"Obsession (Muse, 1990)
",11,== Discography == | === As sideman ===
"=== As producer ===
",12,== Discography == | === As producer ===
"With Kenny Garrett
",13,== Discography == | === As producer ===
"African Exchange Student (Atlantic, 1990)
",14,== Discography == | === As producer ===
"Black Hope (Warner Bros., 1992)
",15,== Discography == | === As producer ===
"Triology (Warner Bros. 1995)
",16,== Discography == | === As producer ===
"Songbook (Warner Bros., 1997)
",17,== Discography == | === As producer ===
"Seeds from the Underground (Mack Avenue, 2012)
",18,== Discography == | === As producer ===
"Pushing the World Away (Mack Avenue, 2013)
",19,== Discography == | === As producer ===
"Do Your Dance! (Mack Avenue, 2016)With Scott Tixier
",20,== Discography == | === As producer ===
"Cosmic Adventure (Sunnyside, 2016)
",21,== Discography == | === As producer ===
== References ==,22,== References ==
