paragraph,paragraphIndex,section
"Philip Jap (born Philip Gayle) is an English singer and songwriter, active in the early 1980s. He released five singles between 1980 and 1983, and one album on the A&M label. Two of his singles made the UK chart in 1982.
",0,N/A
"== Career ==
",1,== Career ==
"Jap was a contestant in a TV singing contest hosted by David Essex, titled The David Essex Showcase, and competed alongside acts such as Talk Talk, Thomas Dolby, Amazulu, Toto Coelo, The Belle Stars and Mari Wilson. Jap released his first single, ""Judy in the School for Jiving"", in 1980 under his real name Philip Gayle, on the PYE label, Blueprint. He scored two UK Singles Chart hits in 1982 with ""Save Us"" at No. 53 (produced by Trevor Horn), and ""Total Erasure"" (produced by Tony Mansfield), which peaked at No. 41. Both these songs appeared on his 1983 self-titled debut album, which was produced by Trevor Horn, Colin Thurston and Tony Mansfield.
",2,== Career ==
"== Discography ==
",3,== Discography ==
"=== Albums ===
",4,== Discography == | === Albums ===
"1983: Philip Jap
",5,== Discography == | === Albums ===
"=== Singles ===
",6,== Discography == | === Singles ===
"1980: ""Judy in the School for Jiving"" (as Philip Gayle)
",7,== Discography == | === Singles ===
"1982: ""Save Us"" – UK No. 53
",8,== Discography == | === Singles ===
"1982: ""Total Erasure"" – UK No. 41
",9,== Discography == | === Singles ===
"1983: ""Red Dogs""
",10,== Discography == | === Singles ===
"1983: ""Brain Dance""
",11,== Discography == | === Singles ===
"== References ==
",12,== References ==
"== External links ==
",13,== External links ==
Philip Jap discography at Discogs,14,== External links ==
