paragraph,paragraphIndex,section
"Jimmy Lyons (December 1, 1931 – May 19, 1986) was an American alto saxophone player. He is best known for his long tenure in the Cecil Taylor Unit. Lyons was the only constant member of the band from the mid-1960s until his death. Taylor never worked with another musician as frequently as he did with Lyons. Lyons' playing, influenced by Charlie Parker, kept Taylor's avant-garde music tethered to the jazz tradition.
",0,N/A
"== Biography ==
",1,== Biography ==
"Lyons was born in Jersey City, New Jersey, United States, and raised there until the age of nine, when his mother moved the family to Harlem and then the Bronx. He obtained his first saxophone in the mid-1940s and took lessons from Buster Bailey. After high school, Lyons was drafted into the United States Army and spent 21 months on infantry duty in Korea. He then spent a year playing in army bands. Once discharged he attended New York University. By the end of the 1950s, Lyons was supporting his interest in music by working for the United States Postal Service.
",2,== Biography ==
"In 1960, Lyons followed Archie Shepp into the saxophone role in the Cecil Taylor Unit. His post-Parker sound and strong melodic sense became a defining part of the sound of that group, from the 1962 Cafe Montmartre sessions onwards. During the 1970s, Lyons also ran his own ensemble, with bassoonist Karen Borca and percussionist Paul Murphy. They often performed in the loft jazz movement around Studio Rivbea. Lyons' group and Cecil Taylor Unit continued a parallel development throughout the 1970s and 1980s, often involving the same musicians, including trumpeter Raphe Malik, bassist William Parker and percussionist Murphy.
",3,== Biography ==
"In 1976, Lyons performed in a production of Adrienne Kennedy's A Rat's Mass directed by Cecil Taylor at La MaMa Experimental Theatre Club in the East Village of Manhattan. Musicians Rashid Bakr, Andy Bey, Karen Borca, David S. Ware, and Raphe Malik also performed in the production. Taylor's production combined the original script with a chorus of orchestrated voices used as instruments. Lyons died from lung cancer in 1986 at the age of 54. He did not publish many recordings with his own ensemble, though Ayler Records did release a five-CD box set of recordings from 1972 to 1985.
",4,== Biography ==
"== Discography ==
",5,== Discography ==
"=== As leader ===
",6,== Discography == | === As leader ===
"1969: Other Afternoons with Lester Bowie, Andrew Cyrille, Alan Silva (BYG Records)
",7,== Discography == | === As leader ===
"1979: Push Pull (Hathut Records)
",8,== Discography == | === As leader ===
"1980: Riffs with Karen Borca, Jay Oliver, Paul Murphy (hat MUSICS)
",9,== Discography == | === As leader ===
"1980: Jump Up / What To Do About with John Lindberg, Sunny Murray (Hathut Records)
",10,== Discography == | === As leader ===
"1981: Something in Return with Andrew Cyrille  (Black Saint Records)
",11,== Discography == | === As leader ===
"1982: Burnt Offering with Andrew Cyrille (Black Saint Records)
",12,== Discography == | === As leader ===
"1983: Wee Sneezawee with Karen Borca, Raphe Malik, Paul Murphy, William Parker (Black Saint Records)
",13,== Discography == | === As leader ===
"1985: Give It Up with Karen Borca, Paul Murphy, Jay Oliver, Enrico Rava (Black Saint Records)
",14,== Discography == | === As leader ===
"2003: The Box Set (5 CD compilation, limited edition) (Ayler Records)
",15,== Discography == | === As leader ===
"2014:  The Complete Remastered Recordings On Black Saint & Soul Note (5 CD compilation) (Black Saint Records)
",16,== Discography == | === As leader ===
"=== As sideman ===
",17,== Discography == | === As sideman ===
"With Andrew Cyrille
",18,== Discography == | === As sideman ===
"Nuba (Black Saint Records, 1979)With Eddie Gale
",19,== Discography == | === As sideman ===
"Black Rhythm Happening (Blue Note Records, 1969)With Cecil Taylor
",20,== Discography == | === As sideman ===
"Into the Hot (Impulse!, 1962)
",21,== Discography == | === As sideman ===
"Nefertiti, the Beautiful One Has Come (Revenant, 1963)
",22,== Discography == | === As sideman ===
"Conquistador! (Blue Note, 1966)
",23,== Discography == | === As sideman ===
"Unit Structures (Blue Note, 1966)
",24,== Discography == | === As sideman ===
"Student Studies (BYG, 1973)
",25,== Discography == | === As sideman ===
"Akisakila (Trio Records, 1973)
",26,== Discography == | === As sideman ===
"Spring of Two Blue J's (Unit Core, 1974)
",27,== Discography == | === As sideman ===
"Dark to Themselves (Inner City/Enja, 1977)
",28,== Discography == | === As sideman ===
"The Great Concert of Cecil Taylor (Prestige, 1977)
",29,== Discography == | === As sideman ===
"Cecil Taylor Unit (New World, 1978)
",30,== Discography == | === As sideman ===
"3 Phasis (New World, 1978)
",31,== Discography == | === As sideman ===
"Live in the Black Forest (MPS, 1978)
",32,== Discography == | === As sideman ===
"One Too Many Salty Swift and Not Goodbye (Hat Hut, 1980)
",33,== Discography == | === As sideman ===
"It Is in the Brewing Luminous (Hat Hut, 1981)
",34,== Discography == | === As sideman ===
"The Eighth (Hat Hut, 1986)
",35,== Discography == | === As sideman ===
"Winged Serpent (Soul Note, 1985)
",36,== Discography == | === As sideman ===
"Mixed (Impulse!, 1998)With Jazz Composer's Orchestra
",37,== Discography == | === As sideman ===
"Communication (JCOA, 1965)
",38,== Discography == | === As sideman ===
"Escalator over the Hill (JCOA, 1971)With Joel Futterman
",39,== Discography == | === As sideman ===
"In-Between Position(s) (L+R Records, 1982)
",40,== Discography == | === As sideman ===
"Moments (Ear Rational, 1983)
",41,== Discography == | === As sideman ===
"Inneraction (JDF Music, 1984)
",42,== Discography == | === As sideman ===
"Inner Conversations (Ear-Rational, 1988)
",43,== Discography == | === As sideman ===
"Passage (Ear-Rational, 1991)With Paul Murphy
",44,== Discography == | === As sideman ===
"Red Snapper: Paul Murphy At CBS (CIMP, 1982)
",45,== Discography == | === As sideman ===
"Cloudburst: Paul Murphy at RCA (Murphy Records, 1983)
",46,== Discography == | === As sideman ===
"== References ==
",47,== References ==
"== External links ==
",48,== External links ==
"""The Emergence of Jimmy Lyons"" by Robert Levin, 1970
",49,== External links ==
Lyons' page on La MaMa Archives Digital Collections,50,== External links ==
