paragraph,paragraphIndex,section
"Craig Mitchell Handy (born September 25, 1962) is an American tenor saxophonist. Born in Oakland, California, he attended North Texas State University from 1981 to 1984, and following this played with Art Blakey, Wynton Marsalis, Roy Haynes, Abdullah Ibrahim, Elvin Jones, Joe Henderson, Betty Carter, George Adams, Ray Drummond, Conrad Herwig, Dee Dee Bridgewater, and David Weiss among many others. He is a member of the Mingus Big Band, Mingus Dynasty, and Mingus Orchestra.
",0,N/A
"Handy plays the role of Coleman Hawkins in the 1996 film Kansas City . He is credited for performing the Cosby Show season 6 theme.
",1,N/A
"== Discography ==
",2,== Discography ==
"=== As leader ===
",3,== Discography == | === As leader ===
"=== As sideman ===
",4,== Discography == | === As sideman ===
"With Cecil Brooks III
",5,== Discography == | === As sideman ===
"Hangin' with Smooth (Muse, 1990)With George Cables
",6,== Discography == | === As sideman ===
"The George Cables Songbook (HighNote, 2016)With Betty Carter
",7,== Discography == | === As sideman ===
"Droppin' Things (Verve, 1990)With Ray Drummond
",8,== Discography == | === As sideman ===
"Excursion (Arabesque, 1993)
",9,== Discography == | === As sideman ===
"1-2-3-4 (Arabesque, 1997 [1999])With Joe Henderson
",10,== Discography == | === As sideman ===
"Big Band (Verve, 1997)With Freddie Hubbard
",11,== Discography == | === As sideman ===
"New Colors (Hip Bop Essence, 2001)
",12,== Discography == | === As sideman ===
"On the Real Side (Times Square, 2008)With Bobby Hutcherson
",13,== Discography == | === As sideman ===
"Acoustic Masters II (Atlantic, 1994)With Abdullah Ibrahim
",14,== Discography == | === As sideman ===
"Mindif (Enja, 1988)With Charles Mingus
",15,== Discography == | === As sideman ===
"Epitaph (Columbia, 1990)With John Scofield
",16,== Discography == | === As sideman ===
"Up All Night (Verve, 2003)With Charles Sullivan
",17,== Discography == | === As sideman ===
"Kamau (Arabesque, 1995)With Jack Walrath
",18,== Discography == | === As sideman ===
"Journey, Man! (Evidence, 1995)
",19,== Discography == | === As sideman ===
"== References ==
",20,== References ==
"== Further reading ==
",21,== Further reading ==
"Baker's Biographical Dictionary of Musicians, Ninth edition, edited by Laura Diane Kuhn (born 1953), Schirmer Books, New York (2001), ISBN 978-0028655253
",22,== Further reading ==
"The New Grove Dictionary of Jazz, Second edition, Three volumes, edited by Barry Dean Kernfeld (born 1950), Macmillan Publishers, London (2002), ISBN 978-1561592845
",23,== Further reading ==
"== External links ==
",24,== External links ==
Official website,25,== External links ==
