paragraph,paragraphIndex,section
"Ranjani Hebbar Guruprasad (1981 - 9 June 2013) was an Indian Carnatic music vocalist. Now her two disciples, Vid. Archana and Vid. Samanvi are propagating the music following their path shown by their Guru.
",0,N/A
"== Early life ==
",1,== Early life ==
"Ranjani Hebbar was born in Udupi to Aravind Hebbar, a Botany Professor and Vasanthalakshmi. She started learning music from her parents and Madhoor Balasubramaniam and become the first disciple of  S. Sowmya and Srinivasan, Sowmya's father. She continued to study under Chengalpet Ranganathan and Completed her post graduation in Carnatic Music from Madras University. She married Guruprasad, a Software Engineer.
",2,== Early life ==
"== Professional career ==
",3,== Professional career ==
"She was an A-Grade artist on All India Radio and has performed on many stages in South India, including on national television.
",4,== Professional career ==
"== Death ==
",5,== Death ==
"Ranjani Hebbar died of Cancer on June 9, 2013, in KMC Hospital, Manipal.
",6,== Death ==
"== Awards and titles ==
",7,== Awards and titles ==
"Kalki Award
",8,== Awards and titles ==
"Isai Chudar
",9,== Awards and titles ==
"M S Subbulakshmi scholarship 
",10,== Awards and titles ==
== References ==,11,== References ==
