paragraph,paragraphIndex,section
"Thierry Lang (born 1956) is a Swiss composer and jazz pianist.
",0,N/A
"In 2006, Lang gave a concert in his native village of Romont along with bassist Heiri Kanzig and violinist Didier Lockwood.
",1,N/A
"He teaches piano and composition at the University of Lausanne and University of Bern in Switzerland. He has recorded jazz music discs with Blue Note Records, among others. In 2008 Lang was awarded a Doctor Honoris Causa from the European University.
",2,N/A
"== Selected discography ==
",3,== Selected discography ==
"Celebration (2020)
",4,== Selected discography ==
"Serenity (2014)
",5,== Selected discography ==
"Lyoba Revisited (2010)
",6,== Selected discography ==
"== References ==
",7,== References ==
"== External links ==
",8,== External links ==
"Official website
",9,== External links ==
"University of Berne profile
",10,== External links ==
Thierry Lang discography at Discogs,11,== External links ==
