paragraph,paragraphIndex,section
"Olu Dara Jones (born Charles Jones III, January 12, 1941) is an American cornetist, guitarist, and singer. He is the father of rapper Nas.
",0,N/A
"== Early life ==
",1,== Early life ==
"Olu Dara was born Charles Jones III January 12, 1941, in Natchez, Mississippi. His mother, Ella Mae, was born in 1911 in Canton, Mississippi. His father, Charles Jones II, also born in Natchez, was a travelling musician, and sang with The Melodiers, a vocal quartet with a guitarist. As a child, Dara took piano and clarinet lessons. He studied at Tennessee State University, initially a pre-med major, switching to music theory and composition.
",2,== Early life ==
"== Career ==
",3,== Career ==
"From 1959 to 1964 he was a musician in the Navy, which he described as a priceless educational experience. In 1964, he moved to New York City and changed his name to Olu Dara, which means ""God is good"" in the Yoruba language. In the 1970s and '80s he played alongside David Murray, Henry Threadgill, Hamiet Bluiett, Don Pullen, Charles Brackeen, James Blood Ulmer, and Cassandra Wilson. He formed two bands, the Okra Orchestra and the Natchezsippi Dance Band. His first album, In the World: From Natchez to New York (1998), revealed another aspect of his musical personality: the leader and singer of a band immersed in African-American tradition, playing an eclectic mix of blues, jazz, and storytelling, with tinges of funk, African popular music, and reggae. His second album Neighborhoods, with guest appearances by Dr. John and Cassandra Wilson, followed in a similar vein.
",4,== Career ==
"Dara played on the album Illmatic (1994) by his son, rapper Nas, and on the song ""Dance"" (2002), also by Nas, and he sang on Nas's song ""Bridging the Gap"" (2004).
",5,== Career ==
"== Discography ==
",6,== Discography ==
"=== As leader ===
",7,== Discography == | === As leader ===
"In the World: From Natchez to New York (Atlantic, 1998)
",8,== Discography == | === As leader ===
"Neighborhoods (Atlantic, 2001)With Material
",9,== Discography == | === As leader ===
"Memory Serves (1981)
",10,== Discography == | === As leader ===
"The Third Power (1991)
",11,== Discography == | === As leader ===
"=== As sideman ===
",12,== Discography == | === As sideman ===
"With Charles Brackeen
",13,== Discography == | === As sideman ===
"1987 Attainment (Silkheart)
",14,== Discography == | === As sideman ===
"1987 Worshippers Come Nigh (Silkheart)With Rhys Chatham
",15,== Discography == | === As sideman ===
"1984 Factor X
",16,== Discography == | === As sideman ===
"1987 Die Donnergötter (The Thundergods)With Carlos Garnett
",17,== Discography == | === As sideman ===
"1975 Let This Melody Ring On (Muse)
",18,== Discography == | === As sideman ===
"1977 FireWith Corey Harris
",19,== Discography == | === As sideman ===
"2002 Downhome Sophisticate
",20,== Discography == | === As sideman ===
"2005 Daily BreadWith Craig Harris
",21,== Discography == | === As sideman ===
"1985 Tributes (OTC)
",22,== Discography == | === As sideman ===
"1999 Cold Sweat Plays J. B. (JMT)With David Murray
",23,== Discography == | === As sideman ===
"Flowers for Albert: The Complete Concert (India Navigation, 1976)
",24,== Discography == | === As sideman ===
"Ming (Black Saint, 1980)
",25,== Discography == | === As sideman ===
"Home (Black Saint, 1981)
",26,== Discography == | === As sideman ===
