paragraph,paragraphIndex,section
"Grace & Tony (last name White) are an American husband-and-wife music duo based in Loretto, Tennessee, United States, who play a blend of Americana/bluegrass music called ""punkgrass,"" a combination of punk, folk, bluegrass, and Texas swing. They have released an EP (Inside A 7-Track Mind, 2011) and an album (November, 2013). Grace & Tony have toured nationally, headlined the historic Crockett Theater (in Lawrenceburg, Tennessee), appeared at the Kennedy Center in Washington, D.C., and performed twice on the Daytrotter Sessions, as well as performed for BalconyTV, Jimmy Lloyd's Songwriter Showcase, and Knoxville, Tennessee's Blue Plate Special programs. In addition, two of their videos (""Let You Down,"" “November"") have received regular rotation on The Country Network, as well as airplay on CMT Edge and GAC. In April 2014, the pair launched a new video series entitled Grace & Tony Greenroom Sessions.  The sessions feature performance clips filmed backstage with fellow musicians shot on an iPhone.  Partner site TheBoot.com world premieres session clips, which have included performances with Malcolm Parson (Carolina Chocolate Drops), Christian Lopez Band, and Misty Mountain String Band.
",0,N/A
"== Background ==
",1,== Background ==
"Both Grace (née Shultz) and Tony grew up in Lawrence County, Tennessee. The pair was exposed to music early on in their lives by their musical families (Grace's liked the Southern styles from gospel and bluegrass all the way to rock, while Tony learned from his brother, John Paul White of The Civil Wars fame). Grace used to sing in church when she was younger, was in high school chorus, and was taught to play the guitar by her grandfather starting at the age of 8. She eventually ended up playing bluegrass music, performing on mandolin, banjo, and acoustic guitar. Tony, who began playing guitar at age 15, was playing punk music before he met Grace. In Grace & Tony, he plays both acoustic guitar and baritone ukulele.
",2,== Background ==
"== Becoming a duo ==
",3,== Becoming a duo ==
"They met November 21, 2010. After developing a crush on Grace, Tony asked her to jam when he was between bands, and the ""punkgrass"" sound that evolved was a natural fusion of their music backgrounds: playing punk rock tunes on acoustic instruments such as guitar, banjo, mandolin, and ukulele.  Typically Tony leans toward the melodic side of songwriting while Grace leans toward the lyrical.
",4,== Becoming a duo ==
"== Discography ==
",5,== Discography ==
"=== Inside A 7-Track Mind ===
",6,== Discography == | === Inside A 7-Track Mind ===
"Grace & Tony honed their new-found brand of music on the sidewalks of downtown Nashville, Tennessee, and ended up working with Lloyd Aur Norman and Stephen D. Jones of Villain Place in Nashville to record their debut EP, Inside A 7-Track Mind.   
",7,== Discography == | === Inside A 7-Track Mind ===
"The EP was released in 2011 and is an acoustic recording. Track Listing
",8,== Discography == | === Inside A 7-Track Mind ===
"911 Away
",9,== Discography == | === Inside A 7-Track Mind ===
"Stacked to Kill
",10,== Discography == | === Inside A 7-Track Mind ===
"Parting Gifts
",11,== Discography == | === Inside A 7-Track Mind ===
"Let You Down
",12,== Discography == | === Inside A 7-Track Mind ===
"Clipped My Wings
",13,== Discography == | === Inside A 7-Track Mind ===
"If You…
",14,== Discography == | === Inside A 7-Track Mind ===
"One for the Trail
",15,== Discography == | === Inside A 7-Track Mind ===
"=== November ===
",16,== Discography == | === November ===
"As part of preparation for a full-length release, Grace & Tony launched a successful Kickstarter campaign and the resulting November was released on November 11, 2013. Accompanied by a full band to fill out their unique sound, they worked again with Lloyd Aur Norman and Stephen D. Jones at Villain Place in Nashville to record the album. Their songs tend to feature non-traditional stories, including lyrical tales of murder, addiction, and lost love.  A lover of English literature and old-style murder mysteries, Grace's influence on the album is evident, with songs about heroic protagonists in a variety of settings taking on evil mastermind kidnappers, electromagnetic bombs, and schizophrenia. The title track, ""November,"" is about Grace & Tony's love story.   
",17,== Discography == | === November ===
"Additional performers on the album include Robert Jones (drums/percussion), David Follis (drums, percussion), Tori Hundley (bass), Jason Dietz (bass), John Judkins (lap steel), Nikki Oliff (accordion) and Daniel Kenney (trumpet). Track listing:
",18,== Discography == | === November ===
"Hey Grace, Hey Tony
",19,== Discography == | === November ===
"Holy Hand Grenade
",20,== Discography == | === November ===
"November
",21,== Discography == | === November ===
"The Chameleon
",22,== Discography == | === November ===
"Can We Save This?
",23,== Discography == | === November ===
"Electricity Bomb
",24,== Discography == | === November ===
"Where Emma Meets John
",25,== Discography == | === November ===
"Resonate
",26,== Discography == | === November ===
"Grassphemy
",27,== Discography == | === November ===
"From Me To Me
",28,== Discography == | === November ===
"La Carrera
",29,== Discography == | === November ===
"== Touring ==
",30,== Touring ==
"Grace & Tony have shared the stage with artists such as The Lone Bellow, Billy Joe Shaver, Dom Flemons, and Carolina Chocolate Drops, as well as hitting the high seas on the Cayamo music cruise (February 2014), playing alongside the likes of Kris Kristofferson, Ricky Scaggs, Bruce Hornsby, and Lyle Lovett. In addition to US touring, they have played a string of dates in the UK.
",31,== Touring ==
"== Personal life ==
",32,== Personal life ==
"The pair married in July 2013. Grace graduated from nursing school in late 2013.
",33,== Personal life ==
"== Notes ==
",34,== Notes ==
"== References ==
",35,== References ==
"Frye, Selena (March 17, 2014). “Musical duo Grace & Tony marry punk and bluegrass for a unique take on Americana,” “Louisville.com. Retrieved March 17, 2014.
",36,== References ==
"Rock Ridge Music. “Grace & Tony, The November Chronicle,” “Grace & Tony Bio”. Retrieved March 20, 2014.
",37,== References ==
"Mitts, Eric (January 5, 2014). “Grace & Tony, November,” “Recoil Magazine”. Retrieved March 14, 2014.
",38,== References ==
"Wulff, Joan (March 18, 2014).  “Boston area to-do list,” “Boston Globe”. Retrieved March 18, 2014.
",39,== References ==
"Poster, Leslie (March 12, 2014).  “Press Pass:  Grace and Tony,” “Falls Church News-Press”. Retrieved March 14, 2014.
",40,== References ==
"Antimusic.com (November 12, 2013).  “Singled Out: Grace & Tony’s November,” “Antimusic.com”. Retrieved March 19, 2014.
",41,== References ==
"Flake, Ricky (November 7, 2013).  “Grace & Tony: November,” “Biloxi Sun-Herald”. Retrieved November 11, 2013.
",42,== References ==
"Steele, Amy (October 9, 2013).  “Steele Interviews: singer/songerwriter Tony White [Grace & Tony],” “Entertainmentrealm.com”. Retrieved March 19, 2014.
",43,== References ==
