paragraph,paragraphIndex,section
"Michael Wengren (born September 3, 1971) is an American drummer and percussionist, best known for his work with heavy metal band Disturbed. He is one of the founding members of the band, which was formed in 1994. Wengren is known for his bass drum techniques that have become a staple of Disturbed's music.
",0,N/A
"== Biography ==
",1,== Biography ==
"Born and raised in Chicago, Illinois, Wengren has been playing drums since around the age of 10. He attended Curie High School on the Southwest side of Chicago.
",2,== Biography ==
"He has been quoted as saying that Metallica, Slayer, Judas Priest, Testament, Mötley Crüe, Pantera, Iron Maiden, and Racer X were his strongest influences. On August 31, 2005, before the set closed, frontman David Draiman handed the microphone to Wengren, who invited his girlfriend onstage and proposed marriage to her. In 2013, Wengren pursued a side project band, Fight or Flight, in collaboration with Disturbed member Dan Donegan.
",3,== Biography ==
"== Endorsements ==
",4,== Endorsements ==
"In recent years, Wengren has appeared in advertisements for Pearl Drums, since the Masters Series was his first professional kit purchased from Midwest Percussion the early 1990s. Wengren uses Evans Hydraulic Glass drumheads on all toms and EQ3 heads on both bass drums. He has been added to the Vater Signature line of drumsticks, which now has a Mike Wengren model. Additionally, he uses Sabian cymbals.
",5,== Endorsements ==
"His previous tour kit was a 'cranberry fade' Pearl MRX Masters Series drumset with black hardware. Wengren's tour kit in support of the album Ten Thousand Fists was a 'vintage sunburst' variation of the same drumset, also with black hardware.
",6,== Endorsements ==
"== Discography ==
",7,== Discography ==
"=== Brawl ===
",8,== Discography == | === Brawl ===
"Demo Tape (1994)
",9,== Discography == | === Brawl ===
"=== Disturbed ===
",10,== Discography == | === Disturbed ===
"The Sickness (2000)
",11,== Discography == | === Disturbed ===
"Believe (2002)
",12,== Discography == | === Disturbed ===
"Ten Thousand Fists (2005)
",13,== Discography == | === Disturbed ===
"Indestructible (2008)
",14,== Discography == | === Disturbed ===
"Asylum (2010)
",15,== Discography == | === Disturbed ===
"The Lost Children (2011)
",16,== Discography == | === Disturbed ===
"Immortalized (2015)
",17,== Discography == | === Disturbed ===
"Evolution (2018)
",18,== Discography == | === Disturbed ===
"=== Fight or Flight ===
",19,== Discography == | === Fight or Flight ===
"A Life by Design? (2013)
",20,== Discography == | === Fight or Flight ===
"=== Other appearances ===
",21,== Discography == | === Other appearances ===
"""Let the Truth Be Known (2008)
",22,== Discography == | === Other appearances ===
"""A Song for Chi"" (2009)
",23,== Discography == | === Other appearances ===
"== Awards and nominations ==
",24,== Awards and nominations ==
"Loudwire Music Awards
",25,== Awards and nominations ==
"== References ==
",26,== References ==
"== External links ==
",27,== External links ==
"Disturbed's official website
",28,== External links ==
"Fight or Flight's official website
",29,== External links ==
Vater Drumsticks,30,== External links ==
