paragraph,paragraphIndex,section
"Rodrigo ""Pera"" Cuadra Burgoa (born 2 August 1967) is a Chilean musician, TV presenter and movie critic. From 2011, he has worked as a panelist in the television show Sin vergüenza, from the Chilevisión open channel, where he comments on paranormal and strange topics.
",0,N/A
"== Musical career ==
",1,== Musical career ==
"Cuadra is the founder, lead singer and bassist of the death metal and progressive metal band Dorso. As a musician, Cuadra is known by not using the bass just as an anchor instrument and part of the rhythm section, but expands its range in such a way that it takes center stage in songs like ""Expelido del vientre"" and ""Alrededores del templo"" from Bajo una luna Cámbrica, ""Romance"" from the same-titled album, and ""Transformed in cocodrile"" from Big Monster Aventura. In addition, Cuadra has participated in other musical projects:
",2,== Musical career ==
"SQUAD: Between 1987 and 1989, Cuadra participated in SQUAD. He retired to devote himself to Dorso.
",3,== Musical career ==
"Insectivadora: Project already has a recorded disc, expected to launch soon.
",4,== Musical career ==
"Manifiesto: Gamal Eltit project. Currently on hold.
",5,== Musical career ==
"Solo: According to Cuadra is ""a more progressive metalhead project is a little stopped, but will return soon"".
",6,== Musical career ==
"== Radio and television ==
",7,== Radio and television ==
"Between 1995 and 1998, Cuadra was host of the Maldita Sea TV show, together with his friend Juan Andrés Salfate. The show was based on analyses and discussions on cult films, anime, video games and gore films. The show format included reviews and the hosts commenting on the films while watching them, and became a cult series.
",8,== Radio and television ==
"After the end of the Channel 2 Rock & Pop transmissions, Cuadra and Salfate went to La Red to make El rincón maldito (The cursed corner), a show that maintained the same style as its predecessor. Later, in 2004, again migrated with the same scheme, to UCV Televisión, this time with the name Planeta Freak (Freak Planet). They have even staged live events using the show's outline. Finally, in 2011, they went on the air again, this time on the Internet.
",9,== Radio and television ==
"From 2011 to 2013, he was the host of the Sin Vergüenza show in Chilevisión.
",10,== Radio and television ==
"Since 2015, Cuadra hosts a segment every business day from 5 to 6 pm called RockShop (Radio Show) in Radio Futuro.
",11,== Radio and television ==
"== References ==
",12,== References ==
"== External links ==
",13,== External links ==
"Official website
",14,== External links ==
Twitter account,15,== External links ==
