paragraph,paragraphIndex,section
"Solveig Slettahjell (born 2 April 1971 in Bærum, Norway) is a Norwegian jazz singer, known for her soulful, seductive voice.
",0,N/A
"== Career ==
",1,== Career ==
"Slettahjell had her record debut with the album Slow Motion Orchestra (2003), contains jazz standards like ""All the Way"" and ""My Heart Belongs to Daddy"". It was released after festival appearance at Nattjazz 2002. For her second album, Silver (2004), her band took the name ""Slow Motion Quintet"". In 2005, they released Pixiedust. After working with a commission for Vossajazz Festiva (2009), she released the music on the acclaimed album Tarpan Seasons (2010). In 2012 she acclaimed performance at ""Oslo Jazz Festival"" 2012 with Gregory Porter. Slettahjell collaborated with Tord Gustavsen and Sjur Miljeteig releasing the albums Natt I Betlehem (2008) and Arven (2013) including with Nils Økland. In 2011 she released the album Antology with Morten Qvenild and in 2015 the album Trail of Souls with Knut Reiersrud and the jazz ensemble In the Country.
",2,== Career ==
"== Honors ==
",3,== Honors ==
"2004: Spellemannprisen in the class Jazz
",4,== Honors ==
"2005: Radka Toneff Memorial Award
",5,== Honors ==
"2005: Kongsberg Jazz Award
",6,== Honors ==
"2011: Gammleng-prisen in the class Jazz
",7,== Honors ==
"== Discography ==
",8,== Discography ==
"=== As leader ===
",9,== Discography == | === As leader ===
"=== With others ===
",10,== Discography == | === With others ===
"1998: Squid – Super (Forward)
",11,== Discography == | === With others ===
"1999: Kvitretten – Everything Turns (Curling Legs)
",12,== Discography == | === With others ===
"2002: Kvitretten – Kloden er en snurrebass som snurrer oss  (Curling Legs)
",13,== Discography == | === With others ===
"2002: Sigvart Dagsland – Underlig Frihet (Kirkelig Kulturverksted), as guest vocalist on one track
",14,== Discography == | === With others ===
"2005: Jon Balke Batagraf – Statements (ECM)
",15,== Discography == | === With others ===
"2006: Friko – The Journey to Mandoola (C+C)
",16,== Discography == | === With others ===
"2014: Bugge Wesseltoft, Knut Reiersrud and In The Country – Norwegian Woods – Jazz at Berlin Philharmonic II (ACT)
",17,== Discography == | === With others ===
"== References ==
",18,== References ==
"== External links ==
",19,== External links ==
Official website,20,== External links ==
