time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"February 17 , 1963","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Daniel Lawrence Whitney (born February 17, 1963), known professionally by his stage name Larry the Cable Guy, is an American stand-up comedian, actor, producer, country music artist, and former radio personality.",0,0,,1200093,1963-02-17,1963-02-17,ML
"February 17 , 1963","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Whitney was born in Pawnee City, Nebraska, on February 17, 1963, where he was raised on a pig farm.",0,3,== Early life ==,1200093,1963-02-17,1963-02-17,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"Whitney attended high school at The King's Academy in West Palm Beach, Florida, in the late 1970s through 1980 where his father was The King's Academy's elementary school principal.",2,3,== Early life ==,1200093,1980-01-01,1980-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,Whitney graduated from Berean Christian School in West Palm Beach in 1982.,3,3,== Early life ==,1200093,1982-01-01,1982-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"His first two comedy albums, Lord, I Apologize (2001) and The Right to Bare Arms (2005), have both been certified gold by the RIAA.",0,11,== Career == | === Stand-up career ===,1200093,2001-01-01,2001-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,"His first two comedy albums, Lord, I Apologize (2001) and The Right to Bare Arms (2005), have both been certified gold by the RIAA.",0,11,== Career == | === Stand-up career ===,1200093,2005-01-01,2005-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"A third album, Morning Constitutions, and its accompanying TV special were released in 2007.",1,11,== Career == | === Stand-up career ===,1200093,2007-01-01,2007-12-31,ML
"March 15 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Whitney was roasted in a Comedy Central special on March 15, 2009.",0,13,== Career == | === Other work ===,1200093,2009-03-15,2009-03-15,ML
"February 8 , 2011","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 8, 2011, the premiere of his newest travelogue series, Only in America with Larry the Cable Guy, was broadcast on the History Channel.",1,13,== Career == | === Other work ===,1200093,2011-02-08,2011-02-08,ML
"August 28 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The series finale aired August 28, 2013.",4,13,== Career == | === Other work ===,1200093,2013-08-28,2013-08-28,ML
