time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"December 4 , 1967","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"3rd Eye (born December 4, 1967 in the South Bronx, New York) is a producer/rapper.",1,0,,11845266,1967-12-04,1967-12-04,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,"Born Jesse Williams III, he was one of the first rappers signed to Motown Records and, in 1989, released the album ""No Prisoners"".",0,2,== History ==,11845266,1989-01-01,1989-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,"As rapper 3rd Eye, it has been argued that Jesse West was the first rapper to use the term ""bling""  on Super Cat's 1993 hit ""Dolly My Baby (Remix)"" - a song that West produced and also featured Puff Daddy and a young Biggie Smalls in his recording debut.",0,3,== History ==,11845266,1993-01-01,1993-12-31,ML
