time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1957,CD,YEAR_REGEX_1,TIME,time_reference,"In 1957, Flores met aspiring songwriter and guitarist Dave Burgess.",6,2,== Biography ==,7128441,1957-01-01,1957-12-31,ML
"December 23 , 1957","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On December 23, 1957, the group recorded three songs for Challenge Records, including Flores' instrumental Tequila.",8,2,== Biography ==,7128441,1957-12-23,1957-12-23,ML
January 1958,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"""Tequila"" was released as the B-side to the Champs' debut single, but after listeners requested the song over its A-side ""Train to Nowhere"", ""Tequila"" propelled to number one on the Billboard Hot 100 in January 1958.",11,2,== Biography ==,7128441,1958-01-01,1958-01-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,"In the intervening years, he formed other groups called the Originals, and the Persuaders (the latter recording for Saturn Records in 1963).",14,2,== Biography ==,7128441,1963-01-01,1963-12-31,ML
"September 19 , 2006","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Flores died on September 19, 2006 as a consequence of complications of pneumonia.",17,2,== Biography ==,7128441,2006-09-19,2006-09-19,ML
the early 1950s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In the early 1950s, Flores recorded vocals for small Pasadena-based record labels, before signing to Modern Records/RPM Records, and releasing his earliest rock and roll material.",5,2,== Biography ==,7128441,1950-01-01,1954-12-31,LLM
"July 11 , 1929 – September 19 , 2006","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Danny Flores (born Daniel Flores; July 11, 1929 – September 19, 2006), also known by his stage name Chuck Rio, was an American rock and roll saxophonist.",0,0,,7128441,1929-07-11,2006-09-19,LLM
Nowhere,NNP,TIMELINE_REGEX,TIME,time_reference,"""Tequila"" was released as the B-side to the Champs' debut single, but after listeners requested the song over its A-side ""Train to Nowhere"", ""Tequila"" propelled to number one on the Billboard Hot 100 in January 1958.",11,2,== Biography ==,7128441,,,ML
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"In the intervening years, he formed other groups called the Originals, and the Persuaders (the latter recording for Saturn Records in 1963).",14,2,== Biography ==,7128441,,,ML
the early 2000s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,It was not until the early 2000s that he finally received royalties — albeit only for sales in Europe — for Tequila.,16,2,== Biography ==,7128441,,,ML
