time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1977,CD,YEAR_REGEX_1,TIME,time_reference,"He moved to Los Angeles with his family in 1977, and worked on Joni Mitchell's album Mingus, and Minnie Riperton's final album Minnie.",3,2,== Life and career ==,66600588,1977-01-01,1977-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,"He won Grammy Awards for his arrangements on Chicago's ""Hard Habit to Break"" in 1984, and for Celine Dion's ""When I Fall in Love"", from the film Sleepless in Seattle, in 1994.",5,2,== Life and career ==,66600588,1984-01-01,1984-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"He won Grammy Awards for his arrangements on Chicago's ""Hard Habit to Break"" in 1984, and for Celine Dion's ""When I Fall in Love"", from the film Sleepless in Seattle, in 1994.",5,2,== Life and career ==,66600588,1994-01-01,1994-12-31,ML
2021,CD,YEAR_REGEX_1,TIME,time_reference,"He notably conducted and arranged the strings for Michael Jackson’s song Billie JeanLubbock died in Oxfordshire, England, in 2021, aged 89.",8,2,== Life and career ==,66600588,2021-01-01,2021-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,1990:,0,4,== Filmography (selection) ==,66600588,1990-01-01,1990-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,1996:,0,5,== Filmography (selection) ==,66600588,1996-01-01,1996-12-31,ML
the late 1950s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"In the late 1950s, he made some recordings as a singer and pianist, and started a career in which he toured round the world as a performer and arranger, in which he acquired a special talent.",2,2,== Life and career ==,66600588,1957-01-01,1959-12-31,LLM
4 June 1931 – 29 January 2021,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Jeremy Michael Lubbock (4 June 1931 – 29 January 2021) was a Grammy-winning English pianist, conductor, orchestrator, music producer, arranger, composer, and songwriter.",0,0,,66600588,1931-06-04,2021-01-29,LLM
following years,VBG NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"In following years, he worked with David Foster, Quincy Jones, Chicago, and many others.",4,2,== Life and career ==,66600588,,,ML
