time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
the 1970s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,0,1970-01-01,1979-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,1,2,1960-01-01,1960-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,3,2,1966-01-01,1966-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1971-01-01,1971-12-31,ML
"August 13 , 1977","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,4,4,1977-08-13,1977-08-13,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,5,4,1982-01-01,1982-12-31,ML
"January 22 , 1995","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,4,1995-01-22,1995-01-22,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1977-01-01,1977-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1983-01-01,1983-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1986-01-01,1986-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,2,5,1977-01-01,1977-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,2,5,2016-01-01,2016-12-31,ML
"December 7 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,5,2018-12-07,2018-12-07,ML
around 1987,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,6,1987-01-01,1987-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,1,6,1988-01-01,1988-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,1,6,1990-01-01,1990-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,7,6,1984-01-01,1984-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,8,6,2014-01-01,2014-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,9,6,1990-01-01,1990-12-31,ML
February 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,6,2012-02-01,2012-02-29,ML
1978 to 2012,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,13,6,1978-01-01,2012-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,13,6,2013-01-01,2013-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,14,6,1999-01-01,1999-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,15,6,2002-01-01,2002-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,16,6,2006-01-01,2006-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,18,6,2008-01-01,2008-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,18,6,2013-01-01,2013-12-31,ML
"December 16 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,19,6,2017-12-16,2017-12-16,ML
the late 1980s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,6,1988-01-01,1989-12-31,LLM
"March 19 , 1942 – December 16 , 2017","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1942-03-19,2017-12-16,LLM
several years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,2,,,ML
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,4,2,,,ML
Quarter,NNP,TIME_UNIT_REGEX,TIME,time_reference,3,4,,,ML
Last December,JJ NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,0,5,,,ML
about six weeks,RB CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,2,6,,,ML
Winter-Smith,NNP,SEASON_REGEX,TIME,time_reference,5,6,,,ML
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,7,6,,,ML
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,9,6,,,ML
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,11,6,,,ML
The Years,DT NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,13,6,,,ML
1962-2014,JJ,YEAR_REGEX_1,TIME,time_reference,0,13,,,ML
Feb. 2016-Jan. 2017,NNP CD CD,MONTH_ABBR_REGEX YEAR_REGEX_1 YEAR_REGEX_1,TIME TIME TIME,time_reference,0,15,,,ML
