time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
"November 26 , 1944","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0,1944-11-26,1944-11-26,ML
January 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,0,1970-01-01,1970-01-31,ML
1970–1973,CD,YEAR_REGEX_1,TIME,time_reference,1,4,1970-01-01,1973-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1968-01-01,1968-12-31,ML
"January 14 , 1970","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,6,1970-01-14,1970-01-14,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,5,7,1975-01-01,1975-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1978-01-01,1978-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1985-01-01,1985-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1977-01-01,1977-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,2,12,1972-01-01,1972-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,2,12,1986-01-01,1986-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,6,12,1987-01-01,1987-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1989-01-01,1989-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,7,13,1991-01-01,1991-12-31,ML
December 1992,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,15,1992-12-01,1992-12-31,ML
the early 1980s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,9,1980-01-01,1983-12-31,LLM
the end of 1973,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,1,7,1973-12-31,1973-12-31,LLM
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,3,1965-01-01,1969-12-31,LLM
of the 1960s,IN DT NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,6,1960-01-01,1969-12-31,LLM
the day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,6,,,ML
decade,NN,TIME_UNIT_REGEX,TIME,time_reference,6,6,,,ML
that year,WDT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,,2,7,,,ML
Fall,NNP,SEASON_REGEX,TIME,time_reference,0,9,,,ML
eight years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,11,,,ML
that summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,1,13,,,ML
