time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
12 November 1941,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Chris Welch (born 12 November 1941) is an English music journalist, critic, and author who is best known for his work from the late 1960s as a reporter for Melody Maker, Musicians Only, and Kerrang!.",0,0,,7482356,1941-11-12,1941-11-12,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,"In 1960, Welch started work for The Kentish Times.",0,4,== Career ==,7482356,1960-01-01,1960-12-31,ML
October 1964,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 1964, after writing for a local newspaper, Welch became a reporter for Melody Maker at age 22.",1,4,== Career ==,7482356,1964-10-01,1964-10-31,ML
17 October 2012,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,On 17 October 2012 Welch was presented with a BASCA Gold Badge Award in recognition of his unique contribution to music.[1],0,5,== Career ==,7482356,2012-10-17,2012-10-17,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,Adam & The Ants ISBN 0-352-30963-6 (1981),0,7,== Published works ==,7482356,1981-01-01,1981-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,Black Sabbath ISBN 0-86276-015-1 (1982),0,8,== Published works ==,7482356,1982-01-01,1982-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,The Book ISBN 0-86276-113-1 (1984),1,9,== Published works ==,7482356,1984-01-01,1984-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,Paul McCartney: The Definitive Biography ISBN 0-86276-126-3 (1984),0,10,== Published works ==,7482356,1984-01-01,1984-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,Power and Glory: Jimmy Page and Robert Plant ISBN 5-551-35290-0 (1985),0,11,== Published works ==,7482356,1985-01-01,1985-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,Def Leppard: An Illustrated Biography ISBN 0-86276-263-4 (1986),0,12,== Published works ==,7482356,1986-01-01,1986-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,Take You Higher: The Tina Turner Story ISBN 0-491-03951-4 (1986),0,13,== Published works ==,7482356,1986-01-01,1986-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,The Tina Turner Experience ISBN 0-86379-138-7 (1987),0,14,== Published works ==,7482356,1987-01-01,1987-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,Pink Floyd: Learning to Fly ISBN 1-898141-70-3 (1994),0,15,== Published works ==,7482356,1994-01-01,1994-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,Cream: Strange Brew ISBN 1-898141-80-0 (1994),0,16,== Published works ==,7482356,1994-01-01,1994-12-31,ML
