time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
around 1940,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,2,1940-01-01,1940-12-31,ML
1945,CD,YEAR_REGEX_1,TIME,time_reference,1,3,1945-01-01,1945-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1948-01-01,1948-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,1,4,1952-01-01,1952-12-31,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,4,1950-01-01,1959-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,3,4,1967-01-01,1967-12-31,ML
January 1973,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,5,1973-01-01,1973-01-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,2,5,1995-01-01,1995-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1956-01-01,1956-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1989-01-01,1989-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1999-01-01,1999-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,10,1948-01-01,1948-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1956-01-01,1956-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1970-01-01,1970-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,14,1973-01-01,1973-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1973-01-01,1973-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,16,1974-01-01,1974-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,17,1989-01-01,1989-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1991-01-01,1991-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1991-01-01,1991-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,0,20,1992-01-01,1992-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,21,1994-01-01,1994-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,22,1996-01-01,1996-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,23,1999-01-01,1999-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,24,2000-01-01,2000-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,25,2001-01-01,2001-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,26,2002-01-01,2002-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,27,2003-01-01,2003-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1973-01-01,1973-12-31,ML
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,4,4,1965-01-01,1969-12-31,LLM
the late 1940s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,0,1940-01-01,1949-12-31,LLM
"September 15 , 1919 or 1921 – October 18 , 2006","NNP CD , CD CC CD JJ NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1919-09-15,2006-10-18,LLM
'73,POS,YEAR_REGEX_2,TIME,,0,5,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,6,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,11,,,ML
'73,POS,YEAR_REGEX_2,TIME,,0,29,,,ML
