time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
13 April 1847,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Elisabeth von Herzogenberg née Elisabet von Stockhausen (born in Paris on 13 April 1847; died in Sanremo on 7 January 1892) was a German pianist, composer, singer and philanthropist.",0,0,,49140303,1847-04-13,1847-04-13,ML
7 January 1892,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Elisabeth von Herzogenberg née Elisabet von Stockhausen (born in Paris on 13 April 1847; died in Sanremo on 7 January 1892) was a German pianist, composer, singer and philanthropist.",0,0,,49140303,1892-01-07,1892-01-07,ML
