time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
22 January 1965,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Andrew Roachford  (born 22 January 1965) is a British singer-songwriter and the main force behind the band Roachford, who scored their first success in 1989 with the hits ""Cuddly Toy"" and ""Family Man"".",0,0,,2114260,1965-01-22,1965-01-22,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,"Andrew Roachford  (born 22 January 1965) is a British singer-songwriter and the main force behind the band Roachford, who scored their first success in 1989 with the hits ""Cuddly Toy"" and ""Family Man"".",0,0,,2114260,1989-01-01,1989-12-31,ML
the 2019,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He was appointed Member of the Order of the British Empire (MBE) in the 2019 Birthday Honours for services to music.,0,1,,2114260,2019-01-01,2019-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,"The band of the same name was formed in 1987, the line-up featuring Andrew Roachford (vocals, keyboards, percussion), Chris Taylor (drums), Hawi Gondwe (guitars) and Derrick Taylor (bass guitar).",1,3,== Early life and career ==,2114260,1987-01-01,1987-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,"By 1988, the band were touring, supporting acts such as Terence Trent D'Arby and The Christians.",2,3,== Early life and career ==,2114260,1988-01-01,1988-12-31,ML
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"They went on to have a string of success throughout the 1990s, becoming Columbia's biggest-selling UK act for ten years.",4,3,== Early life and career ==,2114260,1990-01-01,1999-12-31,ML
ten years,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"They went on to have a string of success throughout the 1990s, becoming Columbia's biggest-selling UK act for ten years.",4,3,== Early life and career ==,2114260,,,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"Roachford released his first solo album, Heart of the Matter, in 2003.",5,3,== Early life and career ==,2114260,2003-01-01,2003-12-31,ML
June 2005,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,His next album Word of Mouth was released in June 2005 under the band name Roachford.,6,3,== Early life and career ==,2114260,2005-06-01,2005-06-30,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"In 2010, Roachford joined Mike + The Mechanics along with Tim Howar.",7,3,== Early life and career ==,2114260,2010-01-01,2010-12-31,ML
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The following year the album The Road was released featuring Roachford and Howar as lead vocalists, as well as the 2017 album Let Me Fly.",8,3,== Early life and career ==,2114260,,,ML
the 2017,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"The following year the album The Road was released featuring Roachford and Howar as lead vocalists, as well as the 2017 album Let Me Fly.",8,3,== Early life and career ==,2114260,2017-01-01,2017-12-31,ML
September 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Roachford collaborated with Beverley Knight on a joint album ""Twice In a Lifetime"", which was released in September 2020.",0,4,== Early life and career ==,2114260,2020-09-01,2020-09-30,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,"This was the first Roachford album to chart in the Top 40 after a 23-year absence, last charting in 1997 with Feel.",2,4,== Early life and career ==,2114260,1997-01-01,1997-12-31,ML
Now,RB,TIMELINE_REGEX,TIME,time_reference,"+ ""Ain't No Stopping Us Now"" by MOBO Allstars was a charity single released collectively by MOBO Award nominees in 1998, reaching No.47 in the UK Singles Chart.",0,8,== Discography == | === Singles ===,2114260,,,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,"+ ""Ain't No Stopping Us Now"" by MOBO Allstars was a charity single released collectively by MOBO Award nominees in 1998, reaching No.47 in the UK Singles Chart.",0,8,== Discography == | === Singles ===,2114260,1998-01-01,1998-12-31,ML
