time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"February 2 , 1972","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Zoë Clare Keating (born February 2, 1972) is a Canadian-born cellist and composer once based in San Francisco, California, now based in Vermont.",0,0,,577042,1972-02-02,1972-02-02,ML
2002 to 2006,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,Keating performed from 2002 to 2006 as second chair cellist in the cello rock band Rasputina.,0,2,== Music career ==,577042,2002-01-01,2006-12-31,ML
January 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In January 2011, Keating won the award for Contemporary Classical Album from The 10th Annual Independent Music Awards.",0,5,== Music career ==,577042,2011-01-01,2011-01-31,ML
July 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In July 2011, Keating was named a Young Global Leader of the World Economic Forum.",1,5,== Music career ==,577042,2011-07-01,2011-07-31,ML
"September 1 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On September 1, 2013 the LA Times published an Op-Ed she authored.",0,6,== Music career ==,577042,2013-09-01,2013-09-01,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"Keating composed the score to A&E's The Returned with Jeff Russo, and the pair composed music for season 2 of Manhattan, which aired in 2016 on WGN.",2,6,== Music career ==,577042,2016-01-01,2016-12-31,ML
2020,CD,YEAR_REGEX_1,TIME,time_reference,"In 2020, Keating composed the score to ""The Edge of All We Know"" a documentary about black holes.",1,7,== Music career ==,577042,2020-01-01,2020-12-31,ML
2021,CD,YEAR_REGEX_1,TIME,time_reference,"In 2021, during the height of the coronavirus pandemic, Keating co-composed, along with longtime collaborator Jeff Russo, the score to the HBO movie ""Oslo"", a film adaptation of the Tony Award-winning play.",2,7,== Music career ==,577042,2021-01-01,2021-12-31,ML
"July 13 , 2021","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On July 13, 2021 Keating and Russo's score for ""Oslo"" was nominated for a 2021 Emmy for Outstanding Music Composition For A Limited Or Anthology Series, Movie Or Special.",3,7,== Music career ==,577042,2021-07-13,2021-07-13,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"In 1972, Keating was born in Guelph, Ontario, Canada to an English mother and an American father.",0,9,== Personal life ==,577042,1972-01-01,1972-12-31,ML
