time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1912,CD,YEAR_REGEX_1,TIME,time_reference,"Ernest Roland Ball (July 22, 1878 – May 3, 1927) was an American singer and songwriter, most famous for composing the music for the song ""When Irish Eyes Are Smiling"" in 1912.",0,0,,3543792,1912-01-01,1912-12-31,ML
1907,CD,YEAR_REGEX_1,TIME,time_reference,"He became a charter member of ASCAP in 1907, and wrote many American standards.",5,5,== Career ==,3543792,1907-01-01,1907-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,Ball was posthumously inducted into the Songwriters Hall of Fame in 1970.,9,5,== Career ==,3543792,1970-01-01,1970-12-31,ML
1919,CD,YEAR_REGEX_1,TIME,time_reference,"Sheet Music for ""Let the Rest of the World Go By""; music by Ernest R. Ball; lyrics by J. Keirn Brennan, M. Witmark & Sons publisher, 1919.",0,13,== External links ==,3543792,1919-01-01,1919-12-31,ML
A 1944,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,A 1944 musical Irish Eyes Are Smiling told the story of Ball's career and starred Dick Haymes and June Haver.,10,5,== Career ==,3543792,1944-01-01,1944-12-31,LLM
"July 22 , 1878 – May 3 , 1927","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Ernest Roland Ball (July 22, 1878 – May 3, 1927) was an American singer and songwriter, most famous for composing the music for the song ""When Irish Eyes Are Smiling"" in 1912.",0,0,,3543792,,,ML
December,NNP,MONTH_REGEX,TIME,time_reference,"Ball did, and the song ""Will You Love Me In December as You Do In May?"" became a hit.",1,4,== Career ==,3543792,,,ML
