time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
"February 6 , 1931","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0,1931-02-06,1931-02-06,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1957-01-01,1957-12-31,ML
"February 6 , 1931","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,2,1931-02-06,1931-02-06,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,2,2,1939-01-01,1939-12-31,ML
May 1942,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,2,1942-05-01,1942-05-31,ML
early 1946,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,3,1946-01-01,1946-12-31,ML
of 1949,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,3,1949-01-01,1949-12-31,ML
1951–1952,CD,YEAR_REGEX_1,TIME,time_reference,1,6,1951-01-01,1952-12-31,ML
1949 to 1953,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,7,1949-01-01,1953-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,3,7,1957-01-01,1957-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1951-01-01,1951-12-31,ML
1953–1959,CD,YEAR_REGEX_1,TIME,time_reference,1,10,1953-01-01,1959-12-31,ML
"January 20 , 1953","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,11,1953-01-20,1953-01-20,ML
1953,CD,YEAR_REGEX_1,TIME,time_reference,1,12,1953-01-01,1953-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,2,12,1954-01-01,1954-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,3,12,1955-01-01,1955-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1956-01-01,1956-12-31,ML
the 1990,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,14,1990-01-01,1990-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1958-01-01,1958-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1959-01-01,1959-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,2,15,1959-01-01,1959-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,3,15,1960-01-01,1960-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,3,15,1959-01-01,1959-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,2,16,1954-01-01,1954-12-31,ML
1960–present,CD,YEAR_REGEX_1,TIME,time_reference,1,17,1960-01-01,,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1959-01-01,1959-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,3,18,1960-01-01,1960-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,4,18,1961-01-01,1961-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,5,18,1964-01-01,1964-12-31,ML
